assessment_id,customer_id,loan_id,assessment_date,risk_score,probability_of_default,risk_category,model_version
RISKA0000203,CUST0000740,,2022-11-27,623,0.2578,MEDIUM,synthetic-pd-v1.0
RISKA0000204,CUST0000566,,2025-08-23,637,0.2039,MEDIUM,synthetic-pd-v1.0
RISKA0000205,CUST0000256,,2026-02-16,713,0.0472,LOW,synthetic-pd-v1.0
RISKA0000206,CUST0000458,,2023-06-04,704,0.0569,LOW,synthetic-pd-v1.0
RISKA0000207,CUST0000682,,2022-12-12,646,0.1747,MEDIUM,synthetic-pd-v1.0
RISKA0000208,CUST0000496,,2024-01-22,633,0.2208,MEDIUM,synthetic-pd-v1.0
RISKA0000209,CUST0000615,,2026-02-27,716,0.0444,LOW,synthetic-pd-v1.0
RISKA0000210,CUST0000810,,2025-11-04,755,0.0194,LOW,synthetic-pd-v1.0
RISKA0000211,CUST0000022,,2022-05-19,483,0.8805,HIGH,synthetic-pd-v1.0
RISKA0000212,CUST0000905,,2022-05-08,613,0.304,MEDIUM,synthetic-pd-v1.0
RISKA0000213,CUST0000818,,2021-12-22,759,0.0178,LOW,synthetic-pd-v1.0
RISKA0000214,CUST0000309,,2025-07-01,743,0.025,LOW,synthetic-pd-v1.0
RISKA0000215,CUST0000857,,2025-07-01,587,0.4354,HIGH,synthetic-pd-v1.0
RISKA0000216,CUST0000712,,2025-04-09,648,0.1679,MEDIUM,synthetic-pd-v1.0
RISKA0000217,CUST0000144,,2023-06-16,714,0.0459,LOW,synthetic-pd-v1.0
RISKA0000218,CUST0000935,,2026-08-24,652,0.157,MEDIUM,synthetic-pd-v1.0
RISKA0000219,CUST0000194,,2023-01-14,601,0.3601,HIGH,synthetic-pd-v1.0
RISKA0000220,CUST0000527,,2025-09-08,579,0.4786,HIGH,synthetic-pd-v1.0
RISKA0000221,CUST0000857,,2026-05-06,609,0.3221,HIGH,synthetic-pd-v1.0
RISKA0000222,CUST0000577,,2022-10-07,620,0.2743,MEDIUM,synthetic-pd-v1.0
RISKA0000223,CUST0000675,,2025-09-02,655,0.1489,MEDIUM,synthetic-pd-v1.0
RISKA0000224,CUST0000441,,2025-08-09,708,0.0522,LOW,synthetic-pd-v1.0
RISKA0000225,CUST0000196,,2023-08-16,666,0.1206,MEDIUM,synthetic-pd-v1.0
RISKA0000226,CUST0000055,,2025-10-28,750,0.0217,LOW,synthetic-pd-v1.0
RISKA0000227,CUST0000421,,2025-09-06,699,0.062,LOW,synthetic-pd-v1.0
RISKA0000228,CUST0000609,,2021-10-08,598,0.3768,HIGH,synthetic-pd-v1.0
RISKA0000229,CUST0000579,,2025-03-21,748,0.0226,LOW,synthetic-pd-v1.0
RISKA0000230,CUST0000940,,2022-02-03,640,0.1954,MEDIUM,synthetic-pd-v1.0
RISKA0000231,CUST0000640,,2023-02-14,725,0.0369,LOW,synthetic-pd-v1.0
RISKA0000232,CUST0000210,,2026-07-20,722,0.0386,LOW,synthetic-pd-v1.0
RISKA0000233,CUST0000130,,2023-07-17,762,0.0167,LOW,synthetic-pd-v1.0
RISKA0000234,CUST0000201,,2026-05-21,647,0.171,MEDIUM,synthetic-pd-v1.0
RISKA0000235,CUST0001000,,2024-05-29,639,0.1971,MEDIUM,synthetic-pd-v1.0
RISKA0000236,CUST0000648,,2024-03-07,666,0.1209,MEDIUM,synthetic-pd-v1.0
RISKA0000237,CUST0000480,,2024-01-01,663,0.1268,MEDIUM,synthetic-pd-v1.0
RISKA0000238,CUST0000267,,2023-07-13,740,0.0267,LOW,synthetic-pd-v1.0
RISKA0000239,CUST0000024,,2021-11-17,774,0.0128,LOW,synthetic-pd-v1.0
RISKA0000240,CUST0000164,,2024-03-12,730,0.0331,LOW,synthetic-pd-v1.0
RISKA0000241,CUST0000682,,2025-06-06,638,0.2009,MEDIUM,synthetic-pd-v1.0
RISKA0000242,CUST0000996,,2022-09-05,733,0.031,LOW,synthetic-pd-v1.0
RISKA0000243,CUST0000946,,2022-05-11,744,0.0245,LOW,synthetic-pd-v1.0
RISKA0000244,CUST0000343,,2024-01-12,631,0.2263,MEDIUM,synthetic-pd-v1.0
RISKA0000245,CUST0000970,,2023-07-05,637,0.2052,MEDIUM,synthetic-pd-v1.0
RISKA0000246,CUST0000172,,2025-11-15,747,0.0231,LOW,synthetic-pd-v1.0
RISKA0000247,CUST0000265,,2025-04-18,672,0.1084,LOW,synthetic-pd-v1.0
RISKA0000248,CUST0000486,,2025-08-26,673,0.1064,MEDIUM,synthetic-pd-v1.0
RISKA0000249,CUST0000465,,2026-06-23,720,0.0403,LOW,synthetic-pd-v1.0
RISKA0000250,CUST0000785,,2022-09-24,739,0.0272,LOW,synthetic-pd-v1.0
RISKA0000251,CUST0000426,,2024-05-29,700,0.0617,LOW,synthetic-pd-v1.0
RISKA0000252,CUST0000298,,2026-01-19,720,0.0408,LOW,synthetic-pd-v1.0
RISKA0000253,CUST0000004,,2023-01-26,654,0.1528,MEDIUM,synthetic-pd-v1.0
RISKA0000254,CUST0000824,,2024-09-01,662,0.1302,MEDIUM,synthetic-pd-v1.0
RISKA0000255,CUST0000627,,2022-06-25,723,0.0381,LOW,synthetic-pd-v1.0
RISKA0000256,CUST0000187,,2025-06-18,745,0.0242,LOW,synthetic-pd-v1.0
RISKA0000257,CUST0000495,,2025-06-29,720,0.0408,LOW,synthetic-pd-v1.0
RISKA0000258,CUST0000529,,2022-02-13,587,0.4346,HIGH,synthetic-pd-v1.0
RISKA0000259,CUST0000948,,2022-02-08,707,0.0536,LOW,synthetic-pd-v1.0
RISKA0000260,CUST0000422,,2025-01-06,680,0.0924,LOW,synthetic-pd-v1.0
RISKA0000261,CUST0000305,,2025-12-07,613,0.3052,HIGH,synthetic-pd-v1.0
RISKA0000262,CUST0000619,,2021-12-26,744,0.0243,LOW,synthetic-pd-v1.0
RISKA0000263,CUST0000947,,2025-01-23,659,0.1378,MEDIUM,synthetic-pd-v1.0
RISKA0000264,CUST0000848,,2022-08-23,595,0.3929,HIGH,synthetic-pd-v1.0
RISKA0000265,CUST0000229,,2025-04-07,739,0.0271,LOW,synthetic-pd-v1.0
RISKA0000266,CUST0000275,,2021-11-07,761,0.0169,LOW,synthetic-pd-v1.0
RISKA0000267,CUST0000476,,2024-07-19,677,0.0981,MEDIUM,synthetic-pd-v1.0
RISKA0000268,CUST0000896,,2022-06-24,608,0.3265,HIGH,synthetic-pd-v1.0
RISKA0000269,CUST0000781,,2022-06-25,562,0.5718,HIGH,synthetic-pd-v1.0
RISKA0000270,CUST0000528,,2023-09-25,532,0.7187,HIGH,synthetic-pd-v1.0
RISKA0000271,CUST0000409,,2024-11-28,677,0.0977,LOW,synthetic-pd-v1.0
RISKA0000272,CUST0000397,,2023-09-14,682,0.089,MEDIUM,synthetic-pd-v1.0
RISKA0000273,CUST0000765,,2023-06-02,705,0.0555,LOW,synthetic-pd-v1.0
RISKA0000274,CUST0000662,,2024-03-13,759,0.0178,LOW,synthetic-pd-v1.0
RISKA0000275,CUST0000747,,2023-07-25,597,0.384,HIGH,synthetic-pd-v1.0
RISKA0000276,CUST0000504,,2022-06-30,608,0.3274,HIGH,synthetic-pd-v1.0
RISKA0000277,CUST0000945,,2026-07-05,565,0.5531,HIGH,synthetic-pd-v1.0
RISKA0000278,CUST0000317,,2026-01-21,701,0.0603,LOW,synthetic-pd-v1.0
RISKA0000279,CUST0000468,,2022-10-18,497,0.8467,HIGH,synthetic-pd-v1.0
RISKA0000280,CUST0000256,,2024-01-23,752,0.0206,LOW,synthetic-pd-v1.0
RISKA0000281,CUST0000574,,2024-10-06,789,0.0094,LOW,synthetic-pd-v1.0
RISKA0000282,CUST0000013,,2023-01-20,700,0.0619,LOW,synthetic-pd-v1.0
RISKA0000283,CUST0000275,,2022-11-10,738,0.0275,LOW,synthetic-pd-v1.0
RISKA0000284,CUST0000067,,2022-02-09,622,0.2619,MEDIUM,synthetic-pd-v1.0
RISKA0000285,CUST0000434,,2024-04-22,574,0.5065,HIGH,synthetic-pd-v1.0
RISKA0000286,CUST0000748,,2025-08-15,745,0.0239,LOW,synthetic-pd-v1.0
RISKA0000287,CUST0000197,,2022-12-25,642,0.1883,MEDIUM,synthetic-pd-v1.0
RISKA0000288,CUST0000892,,2024-10-24,661,0.1317,MEDIUM,synthetic-pd-v1.0
RISKA0000289,CUST0000897,,2021-10-02,702,0.0592,LOW,synthetic-pd-v1.0
RISKA0000290,CUST0000263,,2021-10-01,715,0.0453,LOW,synthetic-pd-v1.0
RISKA0000291,CUST0000399,,2024-03-15,753,0.02,LOW,synthetic-pd-v1.0
RISKA0000292,CUST0000796,,2022-01-11,534,0.7101,HIGH,synthetic-pd-v1.0
RISKA0000293,CUST0000845,,2026-07-17,665,0.1221,MEDIUM,synthetic-pd-v1.0
RISKA0000294,CUST0000646,,2024-03-13,719,0.0417,LOW,synthetic-pd-v1.0
RISKA0000295,CUST0000262,,2026-07-26,752,0.0204,LOW,synthetic-pd-v1.0
RISKA0000296,CUST0000134,,2022-02-23,704,0.0564,LOW,synthetic-pd-v1.0
RISKA0000297,CUST0000129,,2022-06-25,668,0.1168,MEDIUM,synthetic-pd-v1.0
RISKA0000298,CUST0000254,,2024-11-07,703,0.0572,LOW,synthetic-pd-v1.0
RISKA0000299,CUST0000697,,2024-08-26,695,0.0677,LOW,synthetic-pd-v1.0
RISKA0000300,CUST0000286,,2024-06-08,621,0.2694,MEDIUM,synthetic-pd-v1.0
RISKA0000301,CUST0000657,,2024-02-01,712,0.0484,LOW,synthetic-pd-v1.0
RISKA0000302,CUST0000439,,2022-06-06,774,0.0129,LOW,synthetic-pd-v1.0
RISKA0000303,CUST0000813,,2022-02-05,635,0.2115,MEDIUM,synthetic-pd-v1.0
RISKA0000304,CUST0000345,,2021-12-09,804,0.0068,LOW,synthetic-pd-v1.0
RISKA0000305,CUST0000233,,2026-06-02,688,0.078,MEDIUM,synthetic-pd-v1.0
RISKA0000306,CUST0000661,,2023-12-22,656,0.1459,MEDIUM,synthetic-pd-v1.0
RISKA0000307,CUST0000366,,2025-08-05,697,0.0658,LOW,synthetic-pd-v1.0
RISKA0000308,CUST0000708,,2022-12-08,687,0.0792,LOW,synthetic-pd-v1.0
RISKA0000309,CUST0000053,,2026-01-07,669,0.1136,MEDIUM,synthetic-pd-v1.0
RISKA0000310,CUST0000911,,2023-06-25,716,0.0442,LOW,synthetic-pd-v1.0
RISKA0000311,CUST0000172,,2021-10-05,766,0.0151,LOW,synthetic-pd-v1.0
RISKA0000312,CUST0000617,,2025-09-23,722,0.0386,LOW,synthetic-pd-v1.0
RISKA0000313,CUST0000848,,2023-09-06,589,0.4263,HIGH,synthetic-pd-v1.0
RISKA0000314,CUST0000516,,2025-08-16,695,0.0678,LOW,synthetic-pd-v1.0
RISKA0000315,CUST0000584,,2025-04-11,725,0.0363,LOW,synthetic-pd-v1.0
RISKA0000316,CUST0000018,,2025-08-21,690,0.0759,LOW,synthetic-pd-v1.0
RISKA0000317,CUST0000163,,2023-02-19,703,0.0581,LOW,synthetic-pd-v1.0
RISKA0000318,CUST0000095,,2025-12-28,657,0.1424,MEDIUM,synthetic-pd-v1.0
RISKA0000319,CUST0000408,,2022-10-11,797,0.0078,LOW,synthetic-pd-v1.0
RISKA0000320,CUST0000920,,2024-03-24,653,0.1549,MEDIUM,synthetic-pd-v1.0
RISKA0000321,CUST0000700,,2024-09-02,738,0.0277,LOW,synthetic-pd-v1.0
RISKA0000322,CUST0000062,,2023-05-06,760,0.0173,LOW,synthetic-pd-v1.0
RISKA0000323,CUST0000654,,2022-08-02,647,0.1717,MEDIUM,synthetic-pd-v1.0
RISKA0000324,CUST0000254,,2023-08-10,680,0.092,MEDIUM,synthetic-pd-v1.0
RISKA0000325,CUST0000454,,2024-01-13,631,0.2295,MEDIUM,synthetic-pd-v1.0
RISKA0000326,CUST0000750,,2022-11-11,732,0.0317,LOW,synthetic-pd-v1.0
RISKA0000327,CUST0000309,,2026-01-12,757,0.0186,LOW,synthetic-pd-v1.0
RISKA0000328,CUST0000897,,2024-10-26,688,0.0781,LOW,synthetic-pd-v1.0
RISKA0000329,CUST0000963,,2026-06-25,719,0.0411,LOW,synthetic-pd-v1.0
RISKA0000330,CUST0000653,,2023-02-05,596,0.389,HIGH,synthetic-pd-v1.0
RISKA0000331,CUST0000110,,2021-10-16,729,0.0335,LOW,synthetic-pd-v1.0
RISKA0000332,CUST0000134,,2024-08-28,720,0.0406,LOW,synthetic-pd-v1.0
RISKA0000333,CUST0000943,,2021-10-07,658,0.1397,MEDIUM,synthetic-pd-v1.0
RISKA0000334,CUST0000826,,2023-07-30,641,0.1902,MEDIUM,synthetic-pd-v1.0
RISKA0000335,CUST0000170,,2023-06-01,551,0.6281,HIGH,synthetic-pd-v1.0
RISKA0000336,CUST0000217,,2025-05-15,745,0.0237,LOW,synthetic-pd-v1.0
RISKA0000337,CUST0000249,,2022-09-19,708,0.0523,LOW,synthetic-pd-v1.0
RISKA0000338,CUST0000474,,2023-12-18,792,0.0086,LOW,synthetic-pd-v1.0
RISKA0000339,CUST0000161,,2025-02-17,604,0.3451,HIGH,synthetic-pd-v1.0
RISKA0000340,CUST0000773,,2024-12-29,713,0.0465,LOW,synthetic-pd-v1.0
RISKA0000341,CUST0000677,,2023-05-27,734,0.0305,LOW,synthetic-pd-v1.0
RISKA0000342,CUST0000244,,2021-09-08,719,0.0411,LOW,synthetic-pd-v1.0
RISKA0000343,CUST0000819,,2024-07-27,662,0.1307,MEDIUM,synthetic-pd-v1.0
RISKA0000344,CUST0000843,,2025-03-03,647,0.1714,MEDIUM,synthetic-pd-v1.0
RISKA0000345,CUST0000197,,2021-11-22,672,0.1065,MEDIUM,synthetic-pd-v1.0
RISKA0000346,CUST0000215,,2022-06-22,715,0.0449,LOW,synthetic-pd-v1.0
RISKA0000347,CUST0000216,,2023-04-17,735,0.0293,LOW,synthetic-pd-v1.0
RISKA0000348,CUST0000093,,2024-11-06,749,0.0221,LOW,synthetic-pd-v1.0
RISKA0000349,CUST0000161,,2025-09-15,622,0.2622,MEDIUM,synthetic-pd-v1.0
RISKA0000350,CUST0000580,,2022-02-12,629,0.235,MEDIUM,synthetic-pd-v1.0
RISKA0000351,CUST0000920,,2023-09-09,602,0.3552,HIGH,synthetic-pd-v1.0
RISKA0000352,CUST0000205,,2022-05-19,577,0.488,HIGH,synthetic-pd-v1.0
RISKA0000353,CUST0000919,,2023-07-15,720,0.0407,LOW,synthetic-pd-v1.0
RISKA0000354,CUST0000805,,2022-06-03,675,0.101,MEDIUM,synthetic-pd-v1.0
RISKA0000355,CUST0000144,,2022-11-05,705,0.0548,LOW,synthetic-pd-v1.0
RISKA0000356,CUST0000449,,2025-07-12,696,0.0669,LOW,synthetic-pd-v1.0
RISKA0000357,CUST0000947,,2026-04-30,646,0.1737,MEDIUM,synthetic-pd-v1.0
RISKA0000358,CUST0000519,,2023-06-30,718,0.0422,LOW,synthetic-pd-v1.0
RISKA0000359,CUST0000810,,2024-03-02,740,0.0263,LOW,synthetic-pd-v1.0
RISKA0000360,CUST0000716,,2022-03-23,709,0.0514,LOW,synthetic-pd-v1.0
RISKA0000361,CUST0000193,,2025-01-02,592,0.4098,HIGH,synthetic-pd-v1.0
RISKA0000362,CUST0000629,,2024-11-26,793,0.0085,LOW,synthetic-pd-v1.0
RISKA0000363,CUST0000276,,2023-08-01,769,0.0144,LOW,synthetic-pd-v1.0
RISKA0000364,CUST0000431,,2023-06-17,668,0.1165,MEDIUM,synthetic-pd-v1.0
RISKA0000365,CUST0000840,,2024-09-20,739,0.0272,LOW,synthetic-pd-v1.0
RISKA0000366,CUST0000325,,2025-11-17,709,0.051,LOW,synthetic-pd-v1.0
RISKA0000367,CUST0000267,,2026-08-24,712,0.0483,LOW,synthetic-pd-v1.0
RISKA0000368,CUST0000935,,2026-07-02,680,0.0917,LOW,synthetic-pd-v1.0
RISKA0000369,CUST0000514,,2025-02-28,535,0.7041,HIGH,synthetic-pd-v1.0
RISKA0000370,CUST0000625,,2023-02-26,778,0.0119,LOW,synthetic-pd-v1.0
RISKA0000371,CUST0000424,,2025-09-24,767,0.015,LOW,synthetic-pd-v1.0
RISKA0000372,CUST0000401,,2024-02-25,682,0.0875,LOW,synthetic-pd-v1.0
RISKA0000373,CUST0000678,,2025-08-16,650,0.1641,MEDIUM,synthetic-pd-v1.0
RISKA0000374,CUST0000774,,2023-09-10,718,0.0424,LOW,synthetic-pd-v1.0
RISKA0000375,CUST0000056,,2026-01-24,769,0.0144,LOW,synthetic-pd-v1.0
RISKA0000376,CUST0000262,,2024-10-16,741,0.0258,LOW,synthetic-pd-v1.0
RISKA0000377,CUST0000777,,2022-02-02,784,0.0105,LOW,synthetic-pd-v1.0
RISKA0000378,CUST0000470,,2024-03-31,734,0.0303,LOW,synthetic-pd-v1.0
RISKA0000379,CUST0000174,,2022-05-09,663,0.1272,MEDIUM,synthetic-pd-v1.0
RISKA0000380,CUST0000255,,2022-09-19,703,0.0581,LOW,synthetic-pd-v1.0
RISKA0000381,CUST0000143,,2023-12-25,712,0.0477,LOW,synthetic-pd-v1.0
RISKA0000382,CUST0000609,,2025-05-14,580,0.4726,HIGH,synthetic-pd-v1.0
RISKA0000383,CUST0000973,,2024-12-04,754,0.0196,LOW,synthetic-pd-v1.0
RISKA0000384,CUST0000139,,2024-02-13,652,0.1584,MEDIUM,synthetic-pd-v1.0
RISKA0000385,CUST0000988,,2022-12-17,703,0.0582,LOW,synthetic-pd-v1.0
RISKA0000386,CUST0000381,,2026-06-23,643,0.186,MEDIUM,synthetic-pd-v1.0
RISKA0000387,CUST0000803,,2024-03-29,720,0.0403,LOW,synthetic-pd-v1.0
RISKA0000388,CUST0000855,,2022-04-11,712,0.0483,MEDIUM,synthetic-pd-v1.0
RISKA0000389,CUST0000305,,2025-10-20,670,0.1124,MEDIUM,synthetic-pd-v1.0
RISKA0000390,CUST0000473,,2023-08-13,695,0.0675,MEDIUM,synthetic-pd-v1.0
RISKA0000391,CUST0000075,,2021-11-16,695,0.0684,LOW,synthetic-pd-v1.0
RISKA0000392,CUST0000252,,2026-06-29,716,0.0438,LOW,synthetic-pd-v1.0
RISKA0000393,CUST0000898,,2023-07-24,790,0.009,LOW,synthetic-pd-v1.0
RISKA0000394,CUST0000427,,2022-05-03,603,0.3497,HIGH,synthetic-pd-v1.0
RISKA0000395,CUST0000331,,2024-03-31,735,0.0297,LOW,synthetic-pd-v1.0
RISKA0000396,CUST0000371,,2024-12-11,656,0.1457,MEDIUM,synthetic-pd-v1.0
RISKA0000397,CUST0000792,,2024-10-20,712,0.0477,LOW,synthetic-pd-v1.0
RISKA0000398,CUST0000119,,2025-08-31,713,0.0465,LOW,synthetic-pd-v1.0
RISKA0000399,CUST0000374,,2026-06-05,630,0.231,MEDIUM,synthetic-pd-v1.0
RISKA0000400,CUST0000784,,2023-12-14,777,0.012,LOW,synthetic-pd-v1.0
RISKA0000401,CUST0000950,,2024-03-19,696,0.0666,LOW,synthetic-pd-v1.0
RISKA0000402,CUST0000768,,2025-04-28,756,0.0187,LOW,synthetic-pd-v1.0
RISKA0000403,CUST0000195,,2025-08-20,734,0.0302,LOW,synthetic-pd-v1.0
RISKA0000404,CUST0000880,,2024-07-31,752,0.0205,LOW,synthetic-pd-v1.0
RISKA0000405,CUST0000142,,2022-06-06,755,0.0191,LOW,synthetic-pd-v1.0
RISKA0000406,CUST0000511,,2025-05-17,533,0.7157,HIGH,synthetic-pd-v1.0
RISKA0000407,CUST0000226,,2024-08-21,781,0.0111,LOW,synthetic-pd-v1.0
RISKA0000408,CUST0000678,,2022-08-21,656,0.1467,MEDIUM,synthetic-pd-v1.0
RISKA0000409,CUST0000778,,2026-05-15,737,0.0283,LOW,synthetic-pd-v1.0
RISKA0000410,CUST0000596,,2026-05-08,762,0.0168,LOW,synthetic-pd-v1.0
RISKA0000411,CUST0000531,,2026-04-20,715,0.0448,LOW,synthetic-pd-v1.0
RISKA0000412,CUST0000579,,2024-12-03,780,0.0114,LOW,synthetic-pd-v1.0
RISKA0000413,CUST0000987,,2026-04-16,677,0.0966,MEDIUM,synthetic-pd-v1.0
RISKA0000414,CUST0000238,,2023-05-11,789,0.0094,LOW,synthetic-pd-v1.0
RISKA0000415,CUST0000064,,2023-12-24,685,0.0824,LOW,synthetic-pd-v1.0
RISKA0000416,CUST0000608,,2024-05-16,751,0.0212,LOW,synthetic-pd-v1.0
RISKA0000417,CUST0000787,,2026-07-07,733,0.0309,LOW,synthetic-pd-v1.0
RISKA0000418,CUST0000637,,2022-03-25,699,0.0631,LOW,synthetic-pd-v1.0
RISKA0000419,CUST0000073,,2022-06-21,627,0.2425,MEDIUM,synthetic-pd-v1.0
RISKA0000420,CUST0000673,,2026-01-15,689,0.0775,LOW,synthetic-pd-v1.0
RISKA0000421,CUST0000969,,2024-05-05,602,0.359,HIGH,synthetic-pd-v1.0
RISKA0000422,CUST0000844,,2022-07-05,545,0.6566,HIGH,synthetic-pd-v1.0
RISKA0000423,CUST0000721,,2023-04-08,609,0.3221,HIGH,synthetic-pd-v1.0
RISKA0000424,CUST0000877,,2025-06-18,572,0.5144,HIGH,synthetic-pd-v1.0
RISKA0000425,CUST0000787,,2023-08-16,640,0.1939,MEDIUM,synthetic-pd-v1.0
RISKA0000426,CUST0000498,,2026-03-25,759,0.0176,LOW,synthetic-pd-v1.0
RISKA0000427,CUST0000817,,2022-08-31,670,0.1122,LOW,synthetic-pd-v1.0
RISKA0000428,CUST0000009,,2024-10-26,611,0.3117,HIGH,synthetic-pd-v1.0
RISKA0000429,CUST0000445,,2024-05-03,615,0.2936,MEDIUM,synthetic-pd-v1.0
RISKA0000430,CUST0000525,,2022-03-04,675,0.1007,MEDIUM,synthetic-pd-v1.0
RISKA0000431,CUST0000144,,2024-02-16,735,0.0294,LOW,synthetic-pd-v1.0
RISKA0000432,CUST0000336,,2023-08-24,639,0.1992,MEDIUM,synthetic-pd-v1.0
RISKA0000433,CUST0000269,,2026-05-24,707,0.0537,LOW,synthetic-pd-v1.0
RISKA0000434,CUST0000136,,2023-05-08,642,0.1879,MEDIUM,synthetic-pd-v1.0
RISKA0000435,CUST0000721,,2026-08-24,597,0.3829,HIGH,synthetic-pd-v1.0
RISKA0000436,CUST0000457,,2025-11-28,697,0.0656,LOW,synthetic-pd-v1.0
RISKA0000437,CUST0000342,,2024-11-11,688,0.0782,MEDIUM,synthetic-pd-v1.0
RISKA0000438,CUST0000553,,2023-08-13,591,0.4156,HIGH,synthetic-pd-v1.0
RISKA0000439,CUST0000993,,2026-02-12,747,0.023,LOW,synthetic-pd-v1.0
RISKA0000440,CUST0000778,,2024-10-05,736,0.0289,LOW,synthetic-pd-v1.0
RISKA0000441,CUST0000952,,2026-04-14,741,0.0258,LOW,synthetic-pd-v1.0
RISKA0000442,CUST0000031,,2026-06-03,824,0.0043,LOW,synthetic-pd-v1.0
RISKA0000443,CUST0000116,,2025-02-13,521,0.7661,HIGH,synthetic-pd-v1.0
RISKA0000444,CUST0000180,,2024-12-01,651,0.1599,MEDIUM,synthetic-pd-v1.0
RISKA0000445,CUST0000449,,2024-01-03,670,0.1121,LOW,synthetic-pd-v1.0
RISKA0000446,CUST0000575,,2024-03-09,638,0.202,MEDIUM,synthetic-pd-v1.0
RISKA0000447,CUST0000120,,2024-06-26,691,0.0739,LOW,synthetic-pd-v1.0
RISKA0000448,CUST0000486,,2022-12-18,709,0.0505,LOW,synthetic-pd-v1.0
RISKA0000449,CUST0000751,,2024-04-23,772,0.0135,LOW,synthetic-pd-v1.0
RISKA0000450,CUST0000500,,2026-03-14,739,0.0273,LOW,synthetic-pd-v1.0
RISKA0000451,CUST0000499,,2026-02-15,631,0.2263,MEDIUM,synthetic-pd-v1.0
RISKA0000452,CUST0000459,,2023-09-18,674,0.1043,LOW,synthetic-pd-v1.0
RISKA0000453,CUST0000520,,2022-05-26,668,0.116,MEDIUM,synthetic-pd-v1.0
RISKA0000454,CUST0000815,,2023-04-12,643,0.1848,MEDIUM,synthetic-pd-v1.0
RISKA0000455,CUST0000698,,2026-04-14,784,0.0105,LOW,synthetic-pd-v1.0
RISKA0000456,CUST0000531,,2026-08-20,747,0.0227,LOW,synthetic-pd-v1.0
RISKA0000457,CUST0000481,,2023-10-14,621,0.2676,MEDIUM,synthetic-pd-v1.0
RISKA0000458,CUST0000296,,2024-07-25,631,0.2263,MEDIUM,synthetic-pd-v1.0
RISKA0000459,CUST0000986,,2022-05-28,739,0.0274,LOW,synthetic-pd-v1.0
RISKA0000460,CUST0000734,,2025-02-13,685,0.0828,LOW,synthetic-pd-v1.0
RISKA0000461,CUST0000875,,2026-08-24,569,0.5343,HIGH,synthetic-pd-v1.0
RISKA0000462,CUST0000586,,2024-08-23,586,0.4428,HIGH,synthetic-pd-v1.0
RISKA0000463,CUST0000070,,2026-08-07,623,0.2589,MEDIUM,synthetic-pd-v1.0
RISKA0000464,CUST0000707,,2024-05-12,707,0.0533,LOW,synthetic-pd-v1.0
RISKA0000465,CUST0000777,,2024-02-26,758,0.0182,LOW,synthetic-pd-v1.0
RISKA0000466,CUST0000470,,2025-01-10,749,0.0218,LOW,synthetic-pd-v1.0
RISKA0000467,CUST0000605,,2023-10-31,787,0.0097,LOW,synthetic-pd-v1.0
RISKA0000468,CUST0000397,,2024-09-17,679,0.0945,LOW,synthetic-pd-v1.0
RISKA0000469,CUST0000879,,2024-03-26,587,0.4369,HIGH,synthetic-pd-v1.0
RISKA0000470,CUST0000116,,2025-07-02,511,0.8004,HIGH,synthetic-pd-v1.0
RISKA0000471,CUST0000007,,2023-06-20,630,0.2321,MEDIUM,synthetic-pd-v1.0
RISKA0000472,CUST0000670,,2022-06-30,714,0.0459,LOW,synthetic-pd-v1.0
RISKA0000473,CUST0000725,,2024-12-20,700,0.0609,LOW,synthetic-pd-v1.0
RISKA0000474,CUST0000012,,2024-02-08,611,0.3124,HIGH,synthetic-pd-v1.0
RISKA0000475,CUST0000581,,2024-02-27,614,0.297,HIGH,synthetic-pd-v1.0
RISKA0000476,CUST0000981,,2023-05-19,531,0.7236,HIGH,synthetic-pd-v1.0
RISKA0000477,CUST0000646,,2025-05-25,753,0.0204,LOW,synthetic-pd-v1.0
RISKA0000478,CUST0000452,,2022-11-13,685,0.0829,LOW,synthetic-pd-v1.0
RISKA0000479,CUST0000818,,2025-06-02,770,0.0139,LOW,synthetic-pd-v1.0
RISKA0000480,CUST0000342,,2025-09-15,686,0.0813,LOW,synthetic-pd-v1.0
RISKA0000481,CUST0000615,,2025-02-20,691,0.0732,LOW,synthetic-pd-v1.0
RISKA0000482,CUST0000118,,2024-07-08,666,0.1219,MEDIUM,synthetic-pd-v1.0
RISKA0000483,CUST0000387,,2022-06-11,716,0.0441,LOW,synthetic-pd-v1.0
RISKA0000484,CUST0000174,,2023-12-07,578,0.4862,HIGH,synthetic-pd-v1.0
RISKA0000485,CUST0000419,,2025-05-20,671,0.1095,MEDIUM,synthetic-pd-v1.0
RISKA0000486,CUST0000711,,2026-03-23,665,0.1235,MEDIUM,synthetic-pd-v1.0
RISKA0000487,CUST0000035,,2022-09-26,718,0.042,LOW,synthetic-pd-v1.0
RISKA0000488,CUST0000441,,2026-02-12,714,0.0457,LOW,synthetic-pd-v1.0
RISKA0000489,CUST0000987,,2022-04-25,628,0.2377,MEDIUM,synthetic-pd-v1.0
RISKA0000490,CUST0000999,,2026-03-22,748,0.0223,LOW,synthetic-pd-v1.0
RISKA0000491,CUST0000612,,2021-11-29,703,0.0577,LOW,synthetic-pd-v1.0
RISKA0000492,CUST0000778,,2024-12-17,720,0.0405,LOW,synthetic-pd-v1.0
RISKA0000493,CUST0000125,,2022-09-21,714,0.0458,LOW,synthetic-pd-v1.0
