credit_history_id,customer_id,record_date,credit_score,total_outstanding_debt,credit_utilization,number_of_open_accounts,number_of_closed_accounts,previous_defaults,previous_late_payments
CRHIST0002360,CUST0000774,2023-01-06,720.0,17039.06,0.5269,2,3,0,0
CRHIST0002361,CUST0000774,2024-04-28,711.0,11980.3,0.388,3,2,0,0
CRHIST0002362,CUST0000775,2022-10-12,,2529.83,0.4717,5,4,0,0
CRHIST0002363,CUST0000775,2022-12-18,618.0,5809.91,0.3973,4,3,0,2
CRHIST0002364,CUST0000775,2023-04-16,,8234.04,0.7713,8,4,0,2
CRHIST0002365,CUST0000775,2023-06-07,610.0,3998.33,0.3503,0,8,0,2
CRHIST0002366,CUST0000775,2024-08-04,608.0,2740.17,0.3549,9,6,0,2
CRHIST0002367,CUST0000775,2025-04-12,614.0,5246.58,0.7185,6,4,0,2
CRHIST0002368,CUST0000776,2020-10-11,712.0,5406.0,0.3245,1,3,0,0
CRHIST0002369,CUST0000776,2020-11-28,706.0,6674.4,0.4905,5,5,0,0
CRHIST0002370,CUST0000776,2022-07-06,707.0,2553.32,0.3044,2,5,0,0
CRHIST0002371,CUST0000777,2021-11-18,722.0,3552.65,0.1239,4,2,0,0
CRHIST0002372,CUST0000777,2021-12-08,707.0,10706.34,0.6601,2,0,0,0
CRHIST0002373,CUST0000777,2022-07-19,708.0,11380.71,0.5422,2,0,0,0
CRHIST0002374,CUST0000777,2022-07-31,705.0,6251.54,0.423,4,4,0,0
CRHIST0002375,CUST0000777,2022-11-25,692.0,0.0,0.0,1,0,0,0
CRHIST0002376,CUST0000778,2022-02-26,743.0,5299.01,0.1254,2,2,0,0
CRHIST0002377,CUST0000778,2022-07-17,748.0,19207.21,0.3844,2,1,0,0
CRHIST0002378,CUST0000779,2021-04-04,714.0,22061.42,0.6448,0,4,0,0
CRHIST0002379,CUST0000779,2021-04-16,702.0,3455.55,0.1636,4,1,0,0
CRHIST0002380,CUST0000779,2021-11-10,703.0,3445.01,0.153,4,2,0,0
CRHIST0002381,CUST0000780,2026-06-29,672.0,2045.6,0.1495,5,1,0,0
CRHIST0002382,CUST0000780,2026-07-27,680.0,7268.47,0.7521,4,2,0,0
CRHIST0002383,CUST0000780,2026-07-27,685.0,2595.26,0.1672,3,2,0,0
CRHIST0002384,CUST0000780,2026-07-31,679.0,2613.87,0.1051,3,2,0,0
CRHIST0002385,CUST0000781,2022-04-17,642.0,8010.69,0.5704,7,1,1,0
CRHIST0002386,CUST0000781,2023-06-24,650.0,12354.84,0.4496,1,1,1,0
CRHIST0002387,CUST0000782,2020-06-24,698.0,9357.47,0.359,4,5,0,0
CRHIST0002388,CUST0000782,2021-08-16,702.0,12101.88,0.3322,5,0,0,0
CRHIST0002389,CUST0000782,2022-02-13,697.0,4910.44,0.2393,3,3,0,0
CRHIST0002390,CUST0000783,2023-03-15,693.0,5452.24,0.4851,2,1,0,1
CRHIST0002391,CUST0000783,2023-04-25,687.0,7096.52,0.5095,3,1,0,1
CRHIST0002392,CUST0000783,2023-06-27,697.0,9228.22,0.5102,7,5,0,1
CRHIST0002393,CUST0000784,2022-04-22,685.0,5986.14,0.5092,7,3,0,0
CRHIST0002394,CUST0000784,2022-10-06,675.0,2795.11,0.2562,1,1,0,0
CRHIST0002395,CUST0000784,2023-05-14,644.0,12886.98,0.4898,2,2,0,0
CRHIST0002396,CUST0000784,2023-10-07,654.0,1960.05,0.0748,3,1,0,0
CRHIST0002397,CUST0000785,2022-06-29,707.0,4247.1,0.3445,2,4,0,0
CRHIST0002398,CUST0000785,2022-10-05,698.0,3922.6,0.3012,2,0,0,0
CRHIST0002399,CUST0000785,2022-12-12,705.0,1796.2,0.217,4,1,0,0
CRHIST0002400,CUST0000785,2023-07-18,718.0,3722.31,0.3081,3,0,0,0
CRHIST0002401,CUST0000785,2023-11-01,717.0,2655.11,0.2472,3,2,0,0
CRHIST0002402,CUST0000786,2024-09-11,704.0,18140.27,0.6982,6,0,0,1
CRHIST0002403,CUST0000786,2024-12-01,693.0,10239.37,0.3244,2,2,0,1
CRHIST0002404,CUST0000786,2025-04-13,681.0,15495.94,0.7358,5,0,0,1
CRHIST0002405,CUST0000786,2025-05-24,679.0,6016.15,0.2879,5,2,0,1
CRHIST0002406,CUST0000786,2025-09-27,689.0,4210.74,0.2118,4,0,0,1
CRHIST0002407,CUST0000787,2020-05-02,694.0,13757.11,0.4062,6,1,0,0
CRHIST0002408,CUST0000787,2020-07-29,694.0,10841.71,0.211,4,1,0,0
CRHIST0002409,CUST0000787,2021-05-22,,3530.4,0.0843,4,0,0,0
CRHIST0002410,CUST0000787,2021-12-16,731.0,23854.19,0.3917,6,0,0,0
CRHIST0002411,CUST0000787,2023-04-29,741.0,29294.44,0.6937,4,1,0,0
CRHIST0002412,CUST0000788,2022-11-23,615.0,2726.91,0.2466,3,5,0,0
CRHIST0002413,CUST0000788,2023-02-03,613.0,3867.45,0.5759,1,2,0,0
CRHIST0002414,CUST0000788,2023-05-23,591.0,4861.77,0.6965,5,5,0,2
CRHIST0002415,CUST0000789,2019-06-14,883.0,10447.29,0.4768,4,1,0,0
CRHIST0002416,CUST0000789,2020-01-02,759.0,16239.38,0.4321,3,2,0,0
CRHIST0002417,CUST0000790,2019-09-17,710.0,13072.45,0.4173,3,1,0,0
CRHIST0002418,CUST0000790,2020-01-04,732.0,4742.85,0.2895,4,2,0,0
CRHIST0002419,CUST0000790,2020-04-25,737.0,8545.2,0.4863,3,2,0,0
CRHIST0002420,CUST0000790,2020-09-26,733.0,26454.52,0.646,3,1,0,0
CRHIST0002421,CUST0000790,2021-05-29,725.0,1380.16,0.0462,2,1,0,0
CRHIST0002422,CUST0000790,2022-03-07,700.0,12589.19,0.4603,2,0,0,2
CRHIST0002423,CUST0000790,2022-05-14,706.0,3326.76,0.1291,3,1,0,2
CRHIST0002424,CUST0000791,2019-09-26,681.0,14767.72,0.535,6,4,0,0
CRHIST0002425,CUST0000791,2021-09-24,699.0,3498.34,0.2635,1,1,0,0
CRHIST0002426,CUST0000792,2020-12-20,640.0,5732.41,0.5402,5,0,0,0
CRHIST0002427,CUST0000792,2021-07-05,638.0,2226.08,0.1582,1,2,0,0
CRHIST0002428,CUST0000793,2021-10-29,637.0,7933.85,0.787,10,0,1,0
CRHIST0002429,CUST0000793,2022-09-20,620.0,4825.37,0.726,3,1,1,0
CRHIST0002430,CUST0000793,2023-09-12,633.0,2529.14,0.2453,1,2,1,0
CRHIST0002431,CUST0000794,2026-02-25,723.0,14354.8,0.4766,2,0,0,0
CRHIST0002432,CUST0000794,2026-03-15,725.0,11445.7,0.3103,1,3,0,0
CRHIST0002433,CUST0000795,2025-12-31,736.0,4522.41,0.4227,2,1,0,0
CRHIST0002434,CUST0000796,2020-08-01,473.0,130.72,0.2874,12,0,0,0
CRHIST0002435,CUST0000796,2022-03-21,474.0,314.69,0.4469,10,1,0,0
CRHIST0002436,CUST0000796,2023-03-17,466.0,529.62,0.5884,6,4,0,0
CRHIST0002437,CUST0000797,2026-08-05,627.0,2722.95,0.4113,1,6,0,0
CRHIST0002438,CUST0000797,2026-08-09,632.0,8815.92,0.7455,7,2,0,2
CRHIST0002439,CUST0000798,2023-12-10,781.0,1931.37,0.0856,5,3,0,0
CRHIST0002440,CUST0000798,2024-04-04,789.0,509.69,0.0236,3,2,0,0
CRHIST0002441,CUST0000799,2023-05-10,859.0,9385.94,0.6412,1,2,0,0
CRHIST0002442,CUST0000799,2023-08-08,641.0,11086.65,0.511,8,3,0,0
CRHIST0002443,CUST0000799,2023-11-29,641.0,6357.46,0.2686,7,2,0,0
CRHIST0002444,CUST0000799,2024-03-15,652.0,,0.4876,3,1,0,0
CRHIST0002445,CUST0000800,2025-03-13,662.0,,0.5854,10,4,0,0
CRHIST0002446,CUST0000800,2025-04-25,677.0,4996.88,0.2932,5,2,0,0
CRHIST0002447,CUST0000800,2025-06-14,674.0,9012.73,0.6554,4,4,0,0
CRHIST0002448,CUST0000801,2022-12-04,541.0,955.2,0.2954,4,1,0,0
CRHIST0002449,CUST0000801,2023-06-09,552.0,1355.63,0.3647,5,1,0,1
CRHIST0002450,CUST0000802,2021-05-24,723.0,19386.84,0.4415,5,1,0,0
CRHIST0002451,CUST0000802,2021-06-15,716.0,24302.46,0.3853,1,1,0,0
CRHIST0002452,CUST0000802,2022-02-20,718.0,20742.32,0.3558,7,1,0,0
CRHIST0002453,CUST0000803,2023-02-13,688.0,1869.25,0.1801,1,1,0,1
CRHIST0002454,CUST0000803,2023-04-18,699.0,3746.26,0.5519,2,3,0,1
CRHIST0002455,CUST0000803,2023-07-20,699.0,1033.07,0.1416,2,1,0,1
CRHIST0002456,CUST0000803,2023-07-31,695.0,1268.11,0.1494,5,3,0,1
CRHIST0002457,CUST0000804,2025-02-18,490.0,1679.35,0.8142,9,1,0,2
CRHIST0002458,CUST0000805,2024-06-14,705.0,12082.17,0.5487,3,1,0,0
CRHIST0002459,CUST0000805,2024-12-06,705.0,4649.15,0.1958,6,3,0,0
CRHIST0002460,CUST0000805,2025-02-03,697.0,6160.08,0.1898,2,1,0,0
CRHIST0002461,CUST0000805,2025-03-17,693.0,15116.35,0.4676,5,4,0,0
CRHIST0002462,CUST0000805,2025-04-14,697.0,8237.17,0.232,4,1,0,0
CRHIST0002463,CUST0000805,2025-06-24,688.0,1472.18,0.0603,5,1,0,0
CRHIST0002464,CUST0000805,2026-04-23,676.0,15687.89,0.37,1,4,0,0
CRHIST0002465,CUST0000805,2026-06-08,677.0,13681.08,0.419,5,3,0,0
CRHIST0002466,CUST0000806,2020-10-26,682.0,1608.34,0.2033,3,2,0,0
CRHIST0002467,CUST0000806,2021-05-01,,1842.48,0.1975,7,2,0,0
CRHIST0002468,CUST0000806,2021-10-10,683.0,5236.36,0.5671,3,2,0,0
CRHIST0002469,CUST0000806,2022-08-26,661.0,2113.17,0.1659,4,1,0,2
CRHIST0002470,CUST0000807,2026-03-13,678.0,7823.93,0.4586,6,1,0,0
CRHIST0002471,CUST0000808,2021-09-05,665.0,5780.86,0.5518,3,0,0,0
CRHIST0002472,CUST0000808,2021-09-29,650.0,2722.34,0.2715,6,3,0,0
CRHIST0002473,CUST0000809,2025-05-12,684.0,6233.7,0.4574,4,2,0,0
CRHIST0002474,CUST0000809,2025-09-04,717.0,1766.3,0.1054,3,2,0,0
CRHIST0002475,CUST0000809,2025-09-11,717.0,5942.71,0.296,6,5,0,0
CRHIST0002476,CUST0000810,2021-06-02,750.0,3093.45,0.1073,1,4,0,0
CRHIST0002477,CUST0000810,2023-10-23,758.0,8666.53,0.2576,3,4,0,0
CRHIST0002478,CUST0000810,2024-03-05,731.0,9874.94,0.157,1,4,0,0
CRHIST0002479,CUST0000810,2024-09-06,732.0,21110.66,0.3946,4,2,0,0
CRHIST0002480,CUST0000810,2025-01-19,741.0,11014.5,0.4739,7,2,0,0
CRHIST0002481,CUST0000811,2019-07-30,688.0,15724.6,0.3946,3,3,0,0
CRHIST0002482,CUST0000811,2021-11-14,689.0,23336.07,0.5485,2,0,0,0
CRHIST0002483,CUST0000811,2022-05-06,692.0,12148.77,0.4092,2,0,0,0
CRHIST0002484,CUST0000811,2023-10-29,695.0,6370.37,0.1748,6,4,0,0
CRHIST0002485,CUST0000812,2026-08-15,682.0,4543.51,0.2093,10,3,0,0
CRHIST0002486,CUST0000812,2026-08-19,704.0,21955.44,0.5607,4,2,0,0
CRHIST0002487,CUST0000812,2026-08-19,724.0,2629.12,0.064,2,5,0,2
CRHIST0002488,CUST0000812,2026-08-20,742.0,23686.98,0.72,1,2,0,2
CRHIST0002489,CUST0000813,2024-03-15,670.0,19266.33,0.442,3,1,0,0
CRHIST0002490,CUST0000813,2024-06-15,650.0,14240.32,0.4195,1,1,0,0
CRHIST0002491,CUST0000813,2024-08-03,649.0,29489.59,0.5213,3,2,0,0
CRHIST0002492,CUST0000814,2021-08-18,733.0,6744.67,0.4509,8,5,0,0
CRHIST0002493,CUST0000814,2022-05-25,,3054.46,0.1517,5,5,0,1
CRHIST0002494,CUST0000814,2022-06-11,732.0,4615.71,0.326,2,1,0,1
CRHIST0002495,CUST0000815,2020-02-02,722.0,289.83,0.022,6,2,0,0
CRHIST0002496,CUST0000815,2020-12-25,714.0,7665.19,0.7136,5,3,0,0
CRHIST0002497,CUST0000815,2021-02-12,706.0,8273.52,0.6065,4,3,0,0
CRHIST0002498,CUST0000816,2020-07-22,685.0,6407.93,0.453,5,2,0,0
CRHIST0002499,CUST0000816,2021-05-01,679.0,3227.02,0.3217,2,3,0,0
CRHIST0002500,CUST0000817,2020-09-01,710.0,13479.81,0.1666,7,0,0,0
CRHIST0002501,CUST0000817,2021-01-06,865.0,14788.91,0.213,2,3,0,0
CRHIST0002502,CUST0000817,2021-08-22,737.0,3048.95,0.104,0,2,0,0
CRHIST0002503,CUST0000817,2021-10-10,746.0,29242.85,0.533,2,4,1,0
CRHIST0002504,CUST0000817,2021-10-20,724.0,1231.05,0.0329,0,0,1,0
CRHIST0002505,CUST0000817,2022-11-05,707.0,7305.84,0.2046,4,1,1,0
CRHIST0002506,CUST0000818,2026-02-04,705.0,5866.95,0.2793,2,1,0,0
CRHIST0002507,CUST0000818,2026-02-05,700.0,15461.95,0.3966,5,3,0,0
CRHIST0002508,CUST0000818,2026-02-13,721.0,10464.41,0.3436,2,2,0,0
CRHIST0002509,CUST0000818,2026-04-05,725.0,19207.06,0.5846,3,2,0,0
CRHIST0002510,CUST0000818,2026-04-16,,6171.23,0.19,8,3,0,0
CRHIST0002511,CUST0000819,2020-12-16,676.0,701.6,0.113,4,1,0,0
CRHIST0002512,CUST0000819,2021-05-21,655.0,3854.7,0.2748,1,1,0,0
CRHIST0002513,CUST0000819,2021-07-12,680.0,980.61,0.1041,4,0,0,0
CRHIST0002514,CUST0000819,2023-01-31,668.0,6472.9,0.4452,6,0,0,0
CRHIST0002515,CUST0000820,2020-09-22,645.0,6748.11,0.7963,4,1,0,0
CRHIST0002516,CUST0000820,2022-01-29,632.0,2250.01,0.2007,4,0,0,0
CRHIST0002517,CUST0000820,2022-04-19,622.0,4505.56,0.8005,4,5,0,0
CRHIST0002518,CUST0000821,2025-08-12,680.0,3406.71,0.3426,2,3,0,0
CRHIST0002519,CUST0000821,2025-10-28,669.0,1520.69,0.0904,3,1,0,0
CRHIST0002520,CUST0000822,2025-09-27,733.0,21398.79,0.6626,1,1,0,0
CRHIST0002521,CUST0000823,2020-10-16,782.0,19425.33,0.4113,4,3,0,0
CRHIST0002522,CUST0000824,2024-06-23,661.0,2680.63,0.2655,5,3,0,0
CRHIST0002523,CUST0000824,2024-07-25,659.0,6862.5,0.5924,3,2,0,0
CRHIST0002524,CUST0000824,2024-08-22,649.0,7587.56,0.5677,9,1,0,0
CRHIST0002525,CUST0000825,2023-02-05,548.0,1635.72,0.415,5,1,0,0
CRHIST0002526,CUST0000825,2023-03-12,546.0,731.58,0.2186,4,4,0,0
CRHIST0002527,CUST0000825,2023-04-23,551.0,734.14,0.3045,4,3,0,0
CRHIST0002528,CUST0000826,2024-05-23,665.0,2152.76,0.2277,4,0,0,0
CRHIST0002529,CUST9030744,2024-06-23,639.0,14451.25,0.8161,2,0,0,0
CRHIST0002530,CUST0000826,2024-12-08,626.0,15505.63,0.757,2,2,0,0
CRHIST0002531,CUST0000826,2024-12-10,607.0,7457.17,0.5363,2,3,0,0
CRHIST0002532,CUST0000827,2021-10-17,664.0,2970.48,0.3161,5,5,0,2
CRHIST0002533,CUST0000827,2023-06-01,651.0,3609.0,0.513,2,2,0,2
CRHIST0002534,CUST0000828,2024-10-17,691.0,11854.81,0.5899,2,3,0,0
CRHIST0002535,CUST0000828,2024-10-21,693.0,,0.1992,5,0,0,0
CRHIST0002536,CUST0000828,2025-02-22,683.0,8355.03,0.3583,4,2,0,0
CRHIST0002537,CUST0000828,2025-04-20,684.0,6361.87,0.4982,1,2,0,0
CRHIST0002538,CUST0000829,2025-11-05,657.0,4238.08,0.5213,5,2,0,0
CRHIST0002539,CUST0000830,2025-02-08,646.0,1179.11,0.1623,1,2,0,0
CRHIST0002540,CUST0000830,2025-03-19,625.0,5899.63,0.5806,8,2,0,1
CRHIST0002541,CUST0000831,2025-12-06,725.0,128.08,0.0103,1,2,0,0
CRHIST0002542,CUST0000831,2026-02-09,734.0,1829.19,0.1504,1,1,0,0
CRHIST0002543,CUST0000831,2026-02-12,720.0,4143.2,0.2619,1,1,0,0
CRHIST0002544,CUST0000832,2020-05-13,799.0,10736.86,0.3126,1,2,0,0
CRHIST0002545,CUST0000832,2020-08-20,806.0,0.0,0.0,1,3,0,0
CRHIST0002546,CUST0000833,2024-06-27,571.0,996.31,0.3812,4,2,0,0
CRHIST0002547,CUST9701367,2024-10-28,897.0,1688.98,0.3187,3,1,0,0
CRHIST0002548,CUST0000833,2024-12-15,603.0,2157.6,0.4231,7,4,0,0
CRHIST0002549,CUST0000833,2024-12-26,617.0,337.55,0.1525,2,1,0,0
CRHIST0002550,CUST0000834,2026-08-23,538.0,688.77,0.3609,9,0,0,0
CRHIST0002551,CUST0000834,2026-08-23,-9.0,1479.78,0.4778,3,2,0,0
CRHIST0002552,CUST0000834,2026-08-23,552.0,1140.96,0.4572,4,5,0,0
CRHIST0002553,CUST0000834,2026-08-23,548.0,980.18,0.4962,6,2,1,1
CRHIST0002554,CUST0000835,2023-09-25,772.0,4142.86,0.1679,6,1,0,0
CRHIST0002555,CUST0000836,2026-04-01,654.0,1823.23,0.1611,3,1,0,0
CRHIST0002556,CUST0000836,2026-04-26,653.0,5415.47,0.2837,5,1,0,0
CRHIST0002557,CUST0000836,2026-05-17,652.0,6058.23,0.3591,4,1,0,0
CRHIST0002558,CUST0000836,2026-05-24,650.0,2205.33,0.2099,4,5,0,0
CRHIST0002559,CUST0000836,2026-06-07,,666.88,0.0614,3,2,0,0
CRHIST0002560,CUST0000837,2021-09-20,585.0,1567.78,0.7565,5,4,0,0
CRHIST0002561,CUST0000837,2021-12-10,585.0,1666.97,0.5154,8,1,0,0
CRHIST0002562,CUST0000838,2025-11-26,766.0,3923.16,0.0719,0,3,0,0
CRHIST0002563,CUST0000839,2026-04-13,687.0,4535.42,0.518,1,1,0,0
CRHIST0002564,CUST0000839,2026-05-25,684.0,2428.08,0.2169,5,6,0,0
CRHIST0002565,CUST0000840,2023-10-21,769.0,10995.07,0.4542,0,3,0,0
CRHIST0002566,CUST0000840,2024-05-20,786.0,17559.03,0.4828,3,2,0,0
CRHIST0002567,CUST0000840,2024-12-13,785.0,9491.38,0.3078,3,3,0,0
CRHIST0002568,CUST0000840,2025-01-10,791.0,11282.89,0.2759,2,3,0,0
CRHIST0002569,CUST0000840,2025-06-27,769.0,5944.03,0.1266,2,4,0,0
CRHIST0002570,CUST0000840,2025-07-25,769.0,686.38,0.0182,2,2,0,0
CRHIST0002571,CUST0000840,2025-12-24,783.0,15992.35,0.3233,6,0,0,1
CRHIST0002572,CUST0000840,2026-01-11,781.0,12591.8,0.2698,2,3,0,1
CRHIST0002573,CUST0000841,2024-07-03,699.0,15563.81,0.3735,6,0,0,0
CRHIST0002574,CUST0000841,2024-08-22,702.0,7187.99,0.1522,2,4,0,0
CRHIST0002575,CUST0000841,2024-09-15,692.0,14301.69,0.2596,6,2,0,0
CRHIST0002576,CUST0000842,2023-02-20,651.0,2392.39,0.145,7,3,0,0
CRHIST0002577,CUST0000842,2024-03-28,642.0,4210.2,0.4443,8,4,0,0
CRHIST0002578,CUST0000842,2025-01-20,636.0,8320.8,0.4011,4,0,0,0
CRHIST0002579,CUST0000843,2022-01-01,650.0,6326.39,0.7017,3,1,0,0
CRHIST0002580,CUST0000844,2023-02-23,622.0,7292.57,0.7352,3,4,0,0
CRHIST0002581,CUST0000844,2023-06-17,634.0,9111.79,0.6096,3,2,0,2
CRHIST0002582,CUST0000844,2023-06-28,614.0,10398.09,0.564,9,2,1,2
CRHIST0002583,CUST0000844,2023-07-24,624.0,9312.74,0.5554,7,3,1,2
CRHIST0002584,CUST0000844,2024-02-17,643.0,4968.18,0.5673,3,0,1,2
CRHIST0002585,CUST0000845,2026-05-12,561.0,527.95,0.1823,8,1,0,0
CRHIST0002586,CUST0000845,2026-05-16,573.0,434.87,0.2722,7,1,0,0
CRHIST0002587,CUST0000845,2026-05-26,567.0,2736.8,0.8695,13,1,0,0
CRHIST0002588,CUST0000845,2026-06-27,571.0,1079.14,0.408,2,2,0,0
CRHIST0002589,CUST0000846,2019-03-11,725.0,10716.21,0.481,5,1,0,0
CRHIST0002590,CUST0000847,2020-12-08,704.0,1327.11,0.0954,5,4,0,0
CRHIST0002591,CUST0000847,2021-03-02,673.0,2884.45,0.2129,4,1,0,0
CRHIST0002592,CUST0000847,2023-03-29,657.0,8219.32,0.4402,6,3,0,0
CRHIST0002593,CUST0000847,2023-06-25,657.0,12265.92,0.4763,5,3,0,0
CRHIST0002594,CUST0000848,2023-03-04,522.0,705.95,0.335,2,2,0,2
CRHIST0002595,CUST0000848,2023-04-11,520.0,231.34,0.1847,5,1,0,2
CRHIST0002596,CUST0000848,2024-03-16,496.0,453.09,0.465,6,1,0,2
CRHIST0002597,CUST0000849,2021-12-12,784.0,5290.48,0.2532,3,4,0,0
CRHIST0002598,CUST0000849,2022-08-15,799.0,0.0,0.0,0,4,0,0
CRHIST0002599,CUST0000849,2023-02-10,798.0,4381.83,0.1556,2,1,0,0
CRHIST0002600,CUST0000849,2023-08-12,791.0,12740.1,0.3687,3,2,0,0
CRHIST0002601,CUST0000849,2023-09-23,783.0,8246.67,0.2317,1,3,0,0
CRHIST0002602,CUST0000849,2024-03-08,792.0,31053.2,0.5673,4,2,0,0
CRHIST0002603,CUST0000850,2023-10-28,724.0,14264.16,0.3611,3,1,0,0
CRHIST0002604,CUST0000850,2023-12-26,868.0,2190.12,0.0709,4,3,0,0
CRHIST0002605,CUST0000850,2024-01-29,695.0,5371.91,0.3439,0,0,0,0
CRHIST0002606,CUST0000851,2021-11-11,514.0,1111.08,0.3709,4,2,0,2
CRHIST0002607,CUST0000851,2022-01-03,521.0,1174.5,0.4864,6,2,0,2
CRHIST0002608,CUST0000851,2022-01-16,500.0,1231.86,0.5239,8,2,0,2
CRHIST0002609,CUST0000851,2023-02-10,489.0,785.1,0.2929,3,1,0,2
CRHIST0002610,CUST0000851,2023-07-21,457.0,2618.38,0.93,4,3,0,2
CRHIST0002611,CUST0000852,2024-05-01,559.0,3864.46,0.4422,3,0,0,0
CRHIST0002612,CUST0000852,2024-10-28,553.0,5063.77,0.6394,3,3,0,0
CRHIST0002613,CUST0000853,2020-10-12,675.0,9762.13,0.3465,4,5,0,0
CRHIST0002614,CUST0000853,2020-11-07,664.0,8925.88,0.3829,7,0,0,1
CRHIST0002615,CUST0000854,2022-11-24,728.0,6170.29,0.315,7,0,0,0
CRHIST0002616,CUST0000854,2023-08-20,719.0,14229.03,0.6804,1,3,0,0
CRHIST0002617,CUST0000854,2024-03-18,724.0,14669.62,0.5459,6,2,0,0
CRHIST0002618,CUST0000855,2024-08-21,671.0,3746.25,0.2311,2,2,0,0
CRHIST0002619,CUST0000855,2024-10-13,690.0,5143.81,0.2991,3,1,0,0
CRHIST0002620,CUST0000856,2023-02-28,686.0,2104.17,0.37,6,3,0,0
CRHIST0002621,CUST0000857,2024-10-12,635.0,4046.59,0.4152,3,0,0,0
CRHIST0002622,CUST0000857,2025-02-16,633.0,3762.93,0.588,4,2,1,0
CRHIST0002623,CUST0000857,2025-04-01,641.0,3797.32,0.4811,4,2,1,0
CRHIST0002624,CUST0000857,2025-05-09,629.0,2432.98,0.2514,5,1,1,0
CRHIST0002625,CUST0000858,2023-12-17,571.0,2895.02,0.571,9,1,0,0
CRHIST0002626,CUST0000858,2024-02-28,598.0,3084.21,0.5485,5,3,0,0
CRHIST0002627,CUST0000858,2024-11-20,583.0,563.83,0.2286,2,2,0,0
CRHIST0002628,CUST0000859,2021-09-03,659.0,10112.02,0.4766,1,2,0,0
CRHIST0002629,CUST0000859,2022-07-06,,25143.9,0.598,4,4,0,0
CRHIST0002630,CUST0000859,2022-12-20,630.0,7574.32,0.2291,5,4,0,0
CRHIST0002631,CUST0000859,2023-02-24,612.0,22334.16,0.7482,3,1,0,0
CRHIST0002632,CUST0000859,2024-04-08,609.0,9405.17,0.3908,4,2,0,0
CRHIST0002633,CUST0000859,2025-05-29,609.0,10790.96,0.4066,5,5,0,0
CRHIST0002634,CUST0000860,2022-06-29,736.0,11851.23,0.5003,1,1,0,0
CRHIST0002635,CUST0000860,2022-11-09,728.0,14927.59,0.5905,3,4,0,0
CRHIST0002636,CUST0000860,2023-05-11,702.0,2392.81,0.1124,2,3,0,0
CRHIST0002637,CUST0000861,2026-05-21,710.0,0.0,0.0,5,0,0,0
CRHIST0002638,CUST0000861,2026-05-25,730.0,134.92,0.0089,5,5,0,0
CRHIST0002639,CUST0000861,2026-05-27,746.0,6328.13,0.5656,5,0,0,0
CRHIST0002640,CUST0000862,2026-05-22,609.0,20566.38,0.7549,5,3,0,0
CRHIST0002641,CUST0000863,2019-04-29,713.0,,0.6649,2,2,0,0
CRHIST0002642,CUST0000863,2021-07-10,710.0,4823.99,0.2029,4,2,0,0
CRHIST0002643,CUST0000864,2024-07-01,710.0,3543.82,0.1874,3,1,0,0
CRHIST0002644,CUST0000865,2022-12-03,708.0,19597.2,0.6744,6,3,0,0
CRHIST0002645,CUST0000865,2022-12-27,702.0,7569.23,0.3544,4,3,1,0
CRHIST0002646,CUST0000865,2023-03-13,700.0,4416.04,0.3256,2,0,1,0
CRHIST0002647,CUST0000865,2023-10-31,713.0,11166.6,0.3628,7,5,1,0
CRHIST0002648,CUST0000865,2023-11-17,716.0,10417.22,0.4374,1,4,1,0
CRHIST0002649,CUST0000865,2024-07-16,692.0,3037.59,0.2544,1,0,1,0
CRHIST0002650,CUST0000866,2020-01-09,683.0,2372.11,0.1511,4,0,0,2
CRHIST0002651,CUST0000866,2020-09-08,694.0,6961.24,0.4076,7,2,0,2
CRHIST0002652,CUST0000867,2023-12-04,701.0,1702.15,0.1274,3,1,0,0
CRHIST0002653,CUST0000867,2024-02-07,691.0,1615.83,0.1746,2,1,0,1
CRHIST0002654,CUST0000867,2024-10-19,712.0,8379.57,0.6402,4,0,0,1
CRHIST0002655,CUST0000867,2025-03-09,714.0,3052.19,0.5146,8,1,0,1
CRHIST0002656,CUST0000867,2025-06-04,706.0,6962.81,0.6629,6,1,0,1
CRHIST0002657,CUST0000867,2025-09-12,694.0,2849.76,0.1849,2,1,0,1
CRHIST0002658,CUST0000868,2019-09-21,746.0,6033.47,0.1423,3,0,0,0
CRHIST0002659,CUST0000868,2019-11-10,779.0,15447.93,0.4032,4,3,0,0
CRHIST0002660,CUST0000868,2021-02-28,802.0,25151.31,0.4054,4,3,0,0
CRHIST0002661,CUST0000869,2021-12-14,713.0,14270.03,0.4454,3,5,0,0
CRHIST0002662,CUST0000869,2022-01-10,696.0,5642.23,0.2689,4,2,0,0
CRHIST0002663,CUST0000869,2022-12-10,696.0,15910.09,0.3366,5,1,0,1
CRHIST0002664,CUST0000870,2024-04-20,738.0,6509.4,0.2452,3,4,0,0
CRHIST0002665,CUST0000870,2024-08-14,758.0,783.61,0.0346,3,2,0,0
CRHIST0002666,CUST0000870,2025-07-01,757.0,11659.19,0.5408,4,3,0,0
CRHIST0002667,CUST0000870,2025-07-23,748.0,5943.92,0.2979,0,4,0,0
CRHIST0002668,CUST0000871,2025-05-15,740.0,48518.97,0.4992,6,1,0,0
CRHIST0002669,CUST0000871,2025-09-05,750.0,44237.51,0.4069,1,3,0,0
CRHIST0002670,CUST0000872,2022-04-05,683.0,6460.88,0.2826,4,1,0,0
CRHIST0002671,CUST0000872,2022-10-22,675.0,7104.28,0.3714,4,3,0,0
