loan_id,person_id,application_date,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
LN-10879,P-101255,2023-02-23,PERSONAL,A,7743,6.68,0,0.4014,N,11
LN-10880,P-101184,2024-11-24,DEBTCONSOLIDATION,D,10106,15.68,0,0.188,N,6
LN-10881,P-100392,2024-03-26,HOMEIMPROVEMENT,F,12278,20.65,0,0.3411,N,12
LN-10882,P-100008,2023-09-26,EDUCATION,F,9026,18.59,0,0.0627,Y,9
LN-10883,P-101032,2023-08-13,DEBTCONSOLIDATION,D,500,13.65,0,0.0051,N,6
LN-10884,P-101207,2023-12-11,PERSONAL,A,8449,10.4,0,0.1869,N,19
LN-10885,P-100370,2023-01-27,VENTURE,D,11924,14.12,0,0.0893,N,8
LN-10886,P-100438,2024-09-01,MEDICAL,B,5702,9.5,1,0.071,N,2
LN-10887,P-100253,2023-09-19,VENTURE,B,4590,9.66,0,0.0914,N,13
LN-10888,P-101561,2023-08-11,DEBTCONSOLIDATION,B,25711,9.66,0,0.306,N,4
LN-10889,P-100083,2024-07-24,VENTURE,A,8654,6.75,0,0.2065,N,8
LN-10890,P-100580,2023-09-29,DEBTCONSOLIDATION,B,8405,12.79,0,0.1764,N,6
LN-10891,P-100909,2023-06-01,VENTURE,A,500,5.32,1,0.0066,N,6
LN-10892,P-100386,2023-04-22,VENTURE,D,15035,11.96,1,0.4529,N,12
LN-10893,P-101390,2023-07-20,DEBTCONSOLIDATION,B,13536,11.66,0,0.4578,Y,6
LN-10894,P-101006,2023-12-18,HOMEIMPROVEMENT,C,17510,11.12,0,0.5569,N,2
LN-10895,P-101348,2024-04-28,VENTURE,C,12936,13.18,1,0.3818,Y,7
LN-10896,P-100820,2023-08-28,DEBTCONSOLIDATION,C,9836,13.92,0,0.1566,N,10
LN-10897,P-100345,2023-05-03,MEDICAL,A,9324,6.77,0,0.4351,N,15
LN-10898,P-100410,2023-05-07,PERSONAL,C,6841,12.15,0,0.0929,N,11
LN-10899,P-100476,2023-09-28,MEDICAL,D,14517,15.69,0,0.2164,N,11
LN-10900,P-101566,2023-10-17,MEDICAL,C,16177,14.77,0,0.6545,N,2
LN-10901,P-101548,2023-01-07,VENTURE,D,13482,16.9,0,0.1581,N,14
LN-10902,P-100729,2023-12-30,VENTURE,B,21172,11.62,0,0.3095,N,9
LN-10903,P-100992,2023-05-28,VENTURE,B,6184,10.88,0,0.298,Y,10
LN-10904,P-100221,2024-06-10,EDUCATION,A,8916,9.18,0,0.0777,N,14
LN-10905,P-101286,2023-04-21,DEBTCONSOLIDATION,F,20720,20.82,1,0.6646,Y,8
LN-10906,P-100108,2023-07-25,PERSONAL,D,9517,16.45,0,0.6458,N,5
LN-10907,P-100366,2023-02-11,EDUCATION,B,2827,11.45,1,0.0898,N,6
LN-10908,P-100620,2023-06-30,PERSONAL,C,6099,13.91,0,0.0672,Y,2
LN-10909,P-101353,2023-06-24,VENTURE,D,1773,17.22,0,0.0341,N,10
LN-10910,P-100413,2024-10-31,HOMEIMPROVEMENT,B,19201,13.41,1,2.1997,N,11
LN-10911,P-100535,2024-03-28,HOMEIMPROVEMENT,C,13752,17.05,0,0.2643,N,5
LN-10912,P-101119,2024-06-11,VENTURE,A,14590,6.89,0,0.7908,N,8
LN-10913,P-100243,2023-12-19,VENTURE,B,7851,9.56,0,0.1448,N,9
LN-10914,P-100906,2023-03-07,HOMEIMPROVEMENT,B,4852,12.22,0,0.0806,Y,2
LN-10915,P-101350,2023-06-07,DEBTCONSOLIDATION,E,500,17.49,0,0.0176,N,14
LN-10916,P-100336,2024-08-09,DEBTCONSOLIDATION,B,6173,11.26,0,0.17,Y,14
LN-10917,P-100796,2024-08-24,DEBTCONSOLIDATION,B,8495,10.34,0,0.2472,Y,13
LN-10918,P-101004,2023-09-04,HOMEIMPROVEMENT,C,4968,9.93,0,0.0452,N,6
LN-10919,P-100962,2023-03-17,HOMEIMPROVEMENT,B,16621,11.54,0,0.6565,N,11
LN-10920,P-100114,2024-05-04,VENTURE,B,23962,9.44,0,0.4036,N,12
LN-10921,P-101263,2023-01-24,MEDICAL,C,9130,16.09,0,0.2154,N,15
LN-10922,P-100656,2023-04-03,EDUCATION,A,13058,7.44,0,0.1726,N,9
LN-10923,P-100750,2023-07-19,PERSONAL,B,8258,9.24,0,0.1116,N,2
LN-10924,P-101567,2023-05-20,PERSONAL,E,14551,15.28,1,0.2511,N,12
LN-10925,P-100876,2023-01-25,MEDICAL,B,500,10.33,0,0.0146,N,8
LN-10926,P-100115,2023-08-03,DEBTCONSOLIDATION,C,17564,11.52,0,0.3554,N,5
LN-10927,P-100639,2024-04-21,PERSONAL,C,500,12.71,0,0.0034,N,2
LN-10928,P-100624,2023-03-21,HOMEIMPROVEMENT,A,23515,5.99,0,0.4069,N,8
LN-10929,P-100667,2024-11-14,VENTURE,A,8697,5.0,0,0.6646,N,5
LN-10930,P-101163,2024-09-06,PERSONAL,B,6533,12.24,0,0.1065,N,2
LN-10931,P-101425,2024-11-20,MEDICAL,B,10783,7.11,0,0.2681,Y,2
LN-10932,P-100773,2024-04-26,PERSONAL,C,4680,12.99,0,0.0804,N,15
LN-10933,P-101000,2023-01-09,MEDICAL,A,13839,8.66,0,0.5276,N,16
LN-10934,P-101017,2023-10-05,MEDICAL,B,4681,13.63,0,0.1588,N,13
LN-10935,P-100341,2023-07-24,VENTURE,C,500,12.65,0,0.0134,N,12
LN-10936,P-100413,2023-09-07,PERSONAL,B,2181,9.97,0,0.2499,N,2
LN-10937,P-101097,2023-12-03,MEDICAL,A,16282,9.63,1,0.6816,N,10
LN-10938,P-101174,2023-07-15,DEBTCONSOLIDATION,B,8197,10.94,0,0.1179,N,2
LN-10939,P-100188,2023-05-07,HOMEIMPROVEMENT,C,500,12.78,1,0.0182,N,9
LN-10940,P-100689,2024-01-23,HOMEIMPROVEMENT,A,5602,10.89,0,0.1854,N,8
LN-10941,P-100973,2024-07-08,PERSONAL,B,15517,11.54,0,0.5751,N,11
LN-10942,P-101334,2023-04-29,MEDICAL,D,500,12.28,1,0.0089,N,10
LN-10943,P-100886,2024-10-09,VENTURE,C,9620,14.05,0,0.1295,N,7
LN-10944,P-100823,2024-01-10,DEBTCONSOLIDATION,A,1453,8.2,0,0.0475,N,9
LN-10945,P-101563,2024-10-21,DEBTCONSOLIDATION,C,686,12.31,0,0.025,N,9
LN-10946,P-101440,2024-04-29,VENTURE,B,500,9.29,0,0.02,N,8
LN-10947,P-900003,2023-11-26,VENTURE,C,12861,13.79,0,0.3448,N,7
LN-10948,P-100548,2024-07-20,HOMEIMPROVEMENT,E,7859,15.57,0,0.2722,N,3
LN-10949,P-101575,2024-08-10,DEBTCONSOLIDATION,E,10033,17.29,0,0.3052,N,2
LN-10950,P-101283,2023-11-14,VENTURE,A,8749,5.0,0,0.2864,N,12
LN-10951,P-100302,2023-02-19,MEDICAL,A,6802,7.16,0,0.3036,N,2
LN-10952,P-100891,2023-10-31,PERSONAL,B,5587,9.81,0,0.197,N,6
LN-10953,P-101298,2023-08-06,MEDICAL,A,7986,5.0,0,0.1623,N,4
LN-10954,P-101323,2024-11-18,EDUCATION,A,13982,9.87,0,0.4547,N,7
LN-10955,P-100831,2023-06-07,PERSONAL,A,11592,6.93,0,0.1675,Y,10
LN-10956,P-100502,2024-04-06,VENTURE,D,12485,14.88,0,0.1723,N,4
LN-10957,P-101146,2024-04-11,PERSONAL,G,10786,21.77,0,0.1486,N,8
LN-10958,P-100413,2023-10-02,MEDICAL,A,12587,8.65,1,1.442,Y,14
LN-10959,P-100568,2023-06-12,PERSONAL,C,11966,10.83,0,0.2456,N,9
LN-10960,P-101479,2023-12-08,PERSONAL,B,13578,9.62,0,0.9809,Y,2
LN-10961,P-100642,2024-08-25,VENTURE,C,500,11.38,0,0.0133,N,18
LN-10962,P-100744,2023-04-02,VENTURE,C,10907,11.85,0,0.1245,N,2
LN-10963,P-101483,2024-01-15,HOMEIMPROVEMENT,D,6065,18.08,1,0.2314,N,4
LN-10964,P-101504,2023-07-23,DEBTCONSOLIDATION,B,9579,11.01,0,0.0363,Y,11
LN-10965,P-101188,2023-01-08,MEDICAL,F,21268,19.27,0,0.4552,N,15
LN-10966,P-101016,2023-07-04,PERSONAL,E,6205,15.12,0,0.0786,N,9
LN-10967,P-101583,2023-05-28,HOMEIMPROVEMENT,D,8917,12.89,1,0.1414,N,14
LN-10968,P-101509,2023-05-26,EDUCATION,B,2095,10.06,0,0.0353,N,9
LN-10969,P-100866,2024-10-06,EDUCATION,A,12159,8.28,0,0.2198,Y,2
LN-10970,P-100562,2023-11-07,HOMEIMPROVEMENT,B,11074,9.59,0,0.3446,N,17
LN-10971,P-100114,2023-09-03,PERSONAL,B,3859,11.52,0,0.065,N,11
LN-10972,P-100648,2023-12-23,EDUCATION,C,7373,15.3,0,0.6145,N,2
LN-10973,P-100568,2024-01-13,MEDICAL,E,13368,17.03,0,0.2744,N,9
LN-10974,P-100973,2024-08-05,PERSONAL,C,10585,12.92,0,0.3923,N,2
LN-10975,P-101321,2024-09-13,DEBTCONSOLIDATION,F,12913,18.04,1,0.5209,N,2
LN-10976,P-101356,2023-08-08,DEBTCONSOLIDATION,D,11199,15.33,0,0.3022,Y,13
LN-10977,P-100490,2024-03-02,DEBTCONSOLIDATION,A,6792,7.2,0,0.1327,N,11
LN-10978,P-101434,2023-03-21,PERSONAL,B,15630,5.51,0,0.5169,N,20
LN-10979,P-101095,2024-10-26,VENTURE,E,4806,14.33,1,0.1122,N,6
LN-10980,P-100016,2023-02-05,MEDICAL,E,13421,19.43,0,0.4871,N,10
LN-10981,P-100616,2024-07-20,EDUCATION,A,7962,6.89,0,0.2193,N,14
LN-10982,P-100609,2024-11-24,VENTURE,A,16003,7.2,0,0.3476,N,4
LN-10983,P-101293,2023-06-30,DEBTCONSOLIDATION,B,8721,9.29,1,0.1409,N,2
LN-10984,P-100832,2023-12-29,PERSONAL,D,1815,17.7,0,0.055,N,12
LN-10985,P-101596,2023-01-01,VENTURE,F,14985,20.93,0,0.6583,N,11
LN-10986,P-100681,2024-08-12,PERSONAL,C,17738,13.77,0,1.5297,N,11
LN-10987,P-100328,2024-05-31,MEDICAL,C,5737,15.92,0,0.4632,N,8
LN-10988,P-100861,2024-04-22,DEBTCONSOLIDATION,C,16248,12.67,0,0.4239,N,2
LN-10989,P-100669,2023-06-24,PERSONAL,B,14894,7.85,0,0.342,Y,12
LN-10990,P-101313,2023-05-23,DEBTCONSOLIDATION,C,9893,15.64,0,0.1468,N,11
LN-10991,P-100278,2023-08-08,MEDICAL,A,14694,7.15,1,0.1992,N,11
LN-10992,P-100642,2024-09-20,EDUCATION,C,4616,11.73,0,0.1231,Y,2
LN-10993,P-101057,2023-08-10,DEBTCONSOLIDATION,C,8312,12.56,0,0.1262,N,7
LN-10994,P-101562,2023-03-23,VENTURE,A,6224,9.75,0,0.0688,N,2
LN-10995,P-100654,2023-02-16,EDUCATION,B,5218,11.43,0,0.1168,N,10
LN-10996,P-100533,2023-06-15,MEDICAL,A,12805,11.26,0,0.1626,N,2
LN-10997,P-100577,2024-08-19,EDUCATION,A,5278,5.75,0,0.0448,N,14
LN-10998,P-100805,2024-03-22,HOMEIMPROVEMENT,E,18737,18.41,0,0.3625,N,2
LN-10999,P-100459,2024-04-14,HOMEIMPROVEMENT,A,15819,5.0,0,0.1497,Y,10
LN-11000,P-101325,2024-01-05,PERSONAL,C,8885,12.66,0,0.368,N,13
LN-11001,P-100947,2023-03-30,EDUCATION,A,9619,6.01,0,0.1633,N,3
LN-11002,P-100101,2024-08-30,MEDICAL,B,11854,11.12,0,0.3658,N,10
LN-11003,P-100305,2024-11-22,HOMEIMPROVEMENT,A,4113,8.74,0,0.1009,N,3
LN-11004,P-100240,2023-05-07,VENTURE,A,10419,11.74,0,0.3841,N,9
LN-11005,P-101379,2023-04-03,EDUCATION,B,500,8.48,0,0.0117,N,16
LN-11006,P-100390,2023-10-07,MEDICAL,F,18664,20.21,1,0.5561,N,6
LN-11007,P-100589,2024-11-12,VENTURE,D,20254,15.74,1,0.0948,N,2
LN-11008,P-100423,2023-09-30,MEDICAL,C,17781,12.87,1,0.4038,N,2
LN-11009,P-101488,2023-05-16,VENTURE,C,8709,13.37,0,0.1852,N,11
LN-11010,P-100298,2024-01-07,EDUCATION,A,9972,9.41,0,0.1307,N,5
LN-11011,P-101265,2024-02-27,HOMEIMPROVEMENT,B,4080,8.65,0,0.0991,N,2
LN-11012,P-101401,2024-11-10,VENTURE,C,11267,9.57,0,0.2243,Y,6
LN-11013,P-100272,2024-08-09,VENTURE,E,13127,21.65,0,1.4833,N,7
LN-11014,P-101406,2023-06-11,VENTURE,A,5157,5.93,0,0.0365,N,5
LN-11015,P-101507,2023-11-27,HOMEIMPROVEMENT,C,22995,13.75,0,0.3966,Y,6
LN-11016,P-100120,2024-06-20,VENTURE,A,4688,8.94,0,0.1614,N,5
LN-11017,P-100725,2023-06-03,HOMEIMPROVEMENT,G,13597,23.72,0,0.413,N,10
LN-11018,P-101453,2023-07-26,MEDICAL,D,9002,16.93,1,0.2945,Y,10
LN-11019,P-101033,2024-05-23,VENTURE,C,3465,12.88,0,0.1933,N,9
LN-11020,P-101374,2024-09-25,HOMEIMPROVEMENT,B,15126,12.0,1,0.2279,N,8
LN-11021,P-100084,2024-07-25,HOMEIMPROVEMENT,C,5922,12.65,0,0.5478,N,8
LN-11022,P-101009,2024-02-24,EDUCATION,E,12201,16.23,0,0.3266,N,11
LN-11023,P-100183,2024-02-08,EDUCATION,B,10789,12.36,1,0.1768,N,9
LN-11024,P-100533,2024-10-19,EDUCATION,A,8812,9.11,0,0.1119,Y,7
LN-11025,P-101022,2023-04-17,DEBTCONSOLIDATION,E,500,18.99,1,0.0086,N,5
LN-11026,P-100738,2024-06-12,MEDICAL,E,3722,16.65,1,0.068,N,6
LN-11027,P-101255,2023-12-21,HOMEIMPROVEMENT,D,9095,15.39,1,0.4714,N,4
LN-11028,P-100641,2023-08-28,DEBTCONSOLIDATION,B,15988,6.71,1,0.64,N,10
LN-11029,P-101006,2024-05-22,DEBTCONSOLIDATION,D,774,14.6,1,0.0246,N,13
LN-11030,P-101303,2023-10-22,EDUCATION,D,11493,13.37,0,0.1899,Y,2
LN-11031,P-100111,2023-10-26,MEDICAL,A,9028,7.48,0,0.1526,Y,21
LN-11032,P-100334,2024-01-06,VENTURE,C,7023,13.81,0,0.1821,N,12
LN-11033,P-100083,2024-10-04,HOMEIMPROVEMENT,B,5972,10.4,0,0.1425,N,2
LN-11034,P-100993,2024-10-04,DEBTCONSOLIDATION,B,15720,9.5,0,0.1675,Y,3
LN-11035,P-100303,2023-02-28,MEDICAL,A,8021,10.45,0,0.0471,Y,7
LN-11036,P-100369,2024-08-16,MEDICAL,D,2130,12.56,0,0.0464,N,9
LN-11037,P-101153,2024-01-04,HOMEIMPROVEMENT,E,6612,17.54,0,0.2534,N,10
LN-11038,P-100008,2023-12-19,VENTURE,C,10468,16.55,0,0.0727,N,7
LN-11039,P-100157,2024-08-26,PERSONAL,A,7533,8.28,0,0.2957,N,2
LN-11040,P-100673,2023-07-12,DEBTCONSOLIDATION,A,500,7.97,0,0.0165,N,12
LN-11041,P-100249,2023-10-06,PERSONAL,B,15576,10.98,0,0.7347,N,8
LN-11042,P-100662,2024-08-14,DEBTCONSOLIDATION,A,16742,8.45,0,0.3269,Y,6
LN-11043,P-101350,2024-03-28,MEDICAL,B,8787,10.41,1,0.3087,N,2
LN-11044,P-101216,2023-07-19,PERSONAL,C,9683,12.86,0,0.4045,N,4
LN-11045,P-101343,2024-10-27,DEBTCONSOLIDATION,C,7357,16.33,0,0.2334,N,10
LN-11046,P-101503,2024-05-09,EDUCATION,E,11784,17.2,1,0.1722,N,4
LN-11047,P-100432,2023-02-06,MEDICAL,E,1099,18.52,0,0.0278,N,2
LN-11048,P-100661,2023-01-27,HOMEIMPROVEMENT,D,12071,15.02,0,0.3569,N,4
LN-11049,P-101233,2024-01-20,EDUCATION,B,13297,9.6,0,0.3325,N,5
LN-11050,P-100491,2023-11-14,PERSONAL,F,16285,18.99,1,0.5054,N,4
LN-11051,P-100042,2024-10-28,VENTURE,D,500,17.38,0,0.0103,N,3
LN-11052,P-100583,2024-04-30,EDUCATION,C,5967,12.25,1,0.0936,N,14
LN-11053,P-100246,2023-12-23,DEBTCONSOLIDATION,B,12465,9.94,0,0.2335,N,10
LN-11054,P-100635,2023-02-19,MEDICAL,E,14422,19.29,0,0.5236,N,10
LN-11055,P-101362,2023-12-29,EDUCATION,A,7196,5.46,0,0.1007,N,6
LN-11056,P-101002,2023-02-12,MEDICAL,B,13473,12.77,0,0.345,N,6
LN-11057,P-101153,2023-10-03,VENTURE,C,14268,12.05,1,0.5468,Y,2
LN-11058,P-100754,2023-05-24,VENTURE,C,12400,12.71,0,0.4809,N,13
LN-11059,P-100190,2023-10-03,VENTURE,A,3470,5.99,0,0.0944,N,8
LN-11060,P-101385,2023-07-12,EDUCATION,A,13518,8.22,0,0.6284,N,12
LN-11061,P-101014,2023-10-29,PERSONAL,C,16474,14.95,0,0.3369,N,14
LN-11062,P-100595,2024-04-04,VENTURE,B,7352,9.14,0,0.1607,Y,10
LN-11063,P-100615,2024-07-26,MEDICAL,A,7967,9.01,0,0.2668,Y,5
LN-11064,P-100509,2024-06-23,PERSONAL,C,5251,13.74,0,0.0463,N,12
LN-11065,P-101128,2023-11-25,PERSONAL,A,6618,10.37,0,0.1437,Y,7
LN-11066,P-101045,2023-11-24,DEBTCONSOLIDATION,B,5300,8.74,0,0.0563,Y,8
LN-11067,P-101475,2024-03-07,MEDICAL,C,4749,9.71,0,0.1006,N,5
LN-11068,P-101199,2023-10-26,PERSONAL,A,5697,7.1,0,0.28,N,13
LN-11069,P-101516,2024-06-16,EDUCATION,C,19237,9.59,0,0.2604,N,3
LN-11070,P-100804,2023-05-10,DEBTCONSOLIDATION,A,10374,5.3,0,0.2203,N,7
LN-11071,P-100609,2024-09-07,DEBTCONSOLIDATION,B,19056,10.47,0,0.4139,N,4
LN-11072,P-100921,2024-05-04,EDUCATION,C,1276,11.9,0,0.0164,N,9
LN-11073,P-100432,2023-11-05,HOMEIMPROVEMENT,A,3641,9.14,0,0.0922,N,2
LN-11074,P-100531,2024-03-10,HOMEIMPROVEMENT,E,6146,21.02,0,0.1972,Y,4
LN-11075,P-100036,2023-04-26,EDUCATION,A,500,7.64,0,0.016,Y,11
LN-11076,P-101343,2024-09-22,DEBTCONSOLIDATION,B,14964,10.14,0,0.4748,N,10
LN-11077,P-101524,2023-08-05,HOMEIMPROVEMENT,C,6456,13.83,0,0.0959,N,8
LN-11078,P-101263,2023-08-17,DEBTCONSOLIDATION,B,14267,7.67,0,0.3365,N,2
LN-11079,P-101382,2023-07-05,EDUCATION,B,7058,9.83,0,0.2062,N,8
LN-11080,P-100276,2023-04-05,PERSONAL,A,15676,8.04,0,0.3288,Y,11
LN-11081,P-101425,2024-06-15,EDUCATION,F,16660,19.26,0,0.4143,N,2
LN-11082,P-100985,2024-01-10,VENTURE,C,7541,8.79,0,0.1988,N,4
LN-11083,P-101282,2023-07-26,PERSONAL,D,2842,17.35,1,0.0968,N,2
LN-11084,P-100616,2023-05-12,VENTURE,D,4904,15.71,0,0.1351,Y,13
LN-11085,P-100044,2024-02-06,DEBTCONSOLIDATION,A,9504,9.34,0,0.1995,N,2
LN-11086,P-101438,2024-10-30,PERSONAL,B,5473,9.05,0,0.2062,N,5
LN-11087,P-100920,2024-05-03,HOMEIMPROVEMENT,C,13220,16.09,0,0.3083,N,2
LN-11088,P-100802,2024-03-10,DEBTCONSOLIDATION,A,4751,8.88,0,0.0781,Y,11
LN-11089,P-101460,2023-03-19,VENTURE,B,15238,10.47,0,0.3438,N,9
LN-11090,P-101509,2024-05-22,MEDICAL,C,8100,12.57,0,0.1363,N,9
LN-11091,P-100075,2023-05-07,HOMEIMPROVEMENT,B,15714,12.91,0,0.3118,N,5
LN-11092,P-101484,2024-07-26,VENTURE,C,15741,13.84,0,0.1649,N,11
LN-11093,P-100474,2023-05-04,VENTURE,C,11242,12.82,0,0.1258,N,9
LN-11094,P-101180,2024-05-12,DEBTCONSOLIDATION,B,12627,12.58,1,0.4198,Y,6
LN-11095,P-100854,2023-01-25,HOMEIMPROVEMENT,E,1562,20.49,0,0.037,Y,12
LN-11096,P-101323,2024-02-04,PERSONAL,B,11159,11.05,0,0.3629,N,3
LN-11097,P-100330,2023-01-25,MEDICAL,B,19870,10.71,0,0.2558,N,14
LN-11098,P-100897,2024-03-16,DEBTCONSOLIDATION,A,7034,8.26,0,0.1098,N,7
LN-11099,P-100694,2024-10-20,DEBTCONSOLIDATION,E,13025,16.6,0,0.3427,N,7
LN-11100,P-101345,2023-09-29,DEBTCONSOLIDATION,B,22169,7.2,0,0.2719,N,4
LN-11101,P-101456,2023-04-22,DEBTCONSOLIDATION,B,7832,11.7,0,0.2574,N,8
LN-11102,P-101336,2024-04-12,EDUCATION,D,16056,17.78,0,0.6087,N,10
LN-11103,P-101273,2024-10-12,PERSONAL,A,12495,6.03,0,0.4783,N,2
LN-11104,P-101366,2023-12-25,EDUCATION,B,9919,11.04,0,0.1152,N,8
LN-11105,P-101240,2023-10-28,VENTURE,B,17596,11.17,0,0.6628,N,10
LN-11106,P-100621,2024-06-26,PERSONAL,A,13520,6.51,0,0.1535,N,2
LN-11107,P-100734,2024-09-11,EDUCATION,E,16225,16.77,1,0.3566,N,2
LN-11108,P-100357,2023-02-17,PERSONAL,D,10308,18.07,0,0.0921,N,5
LN-11109,P-100130,2023-04-07,EDUCATION,B,5397,10.94,0,0.0388,Y,7
LN-11110,P-100247,2024-07-04,MEDICAL,C,12595,12.61,0,0.1968,N,11
LN-11111,P-100727,2023-05-09,HOMEIMPROVEMENT,D,3252,13.17,1,0.118,N,10
LN-11112,P-100547,2023-08-29,HOMEIMPROVEMENT,E,11153,18.92,1,0.247,N,12
LN-11113,P-101237,2023-07-25,VENTURE,C,6179,13.34,0,0.1217,N,5
LN-11114,P-100936,2024-03-26,PERSONAL,F,15556,18.21,1,0.3583,N,5
LN-11115,P-101250,2024-06-04,PERSONAL,C,8471,16.14,0,0.0652,N,11
LN-11116,P-101151,2023-05-20,DEBTCONSOLIDATION,A,15841,6.2,1,0.4261,Y,2
LN-11117,P-100241,2024-03-30,EDUCATION,E,6769,19.8,0,0.0556,N,7
LN-11118,P-101491,2024-03-03,HOMEIMPROVEMENT,B,10178,11.55,0,0.1997,N,15
LN-11119,P-101020,2023-08-19,DEBTCONSOLIDATION,D,17398,16.72,1,0.3685,Y,2
LN-11120,P-100744,2024-06-25,EDUCATION,B,7540,10.61,0,0.086,Y,14
LN-11121,P-100899,2024-07-17,PERSONAL,F,12958,18.28,1,0.1626,N,9
LN-11122,P-100502,2023-04-04,MEDICAL,D,8580,16.3,0,0.1184,N,2
LN-11123,P-101034,2024-02-29,DEBTCONSOLIDATION,A,10829,6.85,0,0.1712,N,12
LN-11124,P-101545,2023-11-23,EDUCATION,B,15338,13.02,0,0.4006,N,6
LN-11125,P-100310,2024-06-17,EDUCATION,D,500,17.91,1,0.0156,N,10
LN-11126,P-100282,2024-01-17,VENTURE,D,13573,13.26,0,0.2697,N,9
LN-11127,P-100939,2023-11-15,DEBTCONSOLIDATION,F,6016,19.27,0,0.4329,N,12
LN-11128,P-100740,2023-03-26,PERSONAL,F,703,22.44,1,0.0166,N,2
LN-11129,P-101469,2024-06-29,PERSONAL,D,15824,16.36,1,0.4724,N,6
LN-11130,P-100692,2024-05-21,EDUCATION,B,28257,10.53,1,0.346,N,16
LN-11131,P-100888,2023-07-24,DEBTCONSOLIDATION,A,14586,10.03,0,0.2375,N,14
LN-11132,P-101313,2024-10-25,DEBTCONSOLIDATION,A,4410,7.79,1,0.0654,N,9
LN-11133,P-101460,2023-03-14,MEDICAL,D,5746,15.62,0,0.1296,N,2
LN-11134,P-100858,2024-07-07,HOMEIMPROVEMENT,B,14488,9.83,1,0.4266,N,14
LN-11135,P-100623,2024-07-20,MEDICAL,D,12706,18.97,0,0.3378,N,9
LN-11136,P-100016,2024-02-25,HOMEIMPROVEMENT,D,10942,13.19,0,0.3972,N,5
LN-11137,P-100300,2024-03-07,EDUCATION,C,9637,11.58,0,0.2054,N,17
LN-11138,P-101114,2023-09-25,VENTURE,C,16124,11.77,1,0.5419,N,11
LN-11139,P-101428,2024-01-26,DEBTCONSOLIDATION,B,8001,6.96,0,0.162,N,10
LN-11140,P-100828,2024-09-21,PERSONAL,D,15278,15.37,0,0.4135,N,6
LN-11141,P-100075,2023-03-28,DEBTCONSOLIDATION,C,21417,13.01,0,0.425,N,5
LN-11142,P-101515,2023-10-25,HOMEIMPROVEMENT,E,13639,14.88,0,0.2609,N,4
LN-11143,P-100581,2024-10-18,MEDICAL,A,17002,6.4,0,0.8612,N,15
LN-11144,P-101067,2023-12-31,PERSONAL,B,9334,12.29,0,0.0981,N,11
LN-11145,P-100057,2024-06-13,MEDICAL,E,20539,16.35,0,0.2135,N,2
LN-11146,P-100494,2024-09-25,VENTURE,D,15466,17.53,1,0.7521,N,4
LN-11147,P-101034,2024-11-05,MEDICAL,A,12787,7.38,0,0.2022,Y,5
LN-11148,P-100531,2023-06-26,PERSONAL,C,15584,13.62,0,0.5,N,10
LN-11149,P-101549,2024-09-12,MEDICAL,C,12251,11.33,1,0.5719,Y,11
LN-11150,P-101172,2023-02-18,EDUCATION,D,16430,16.25,0,0.1059,N,5
LN-11151,P-101527,2023-08-25,DEBTCONSOLIDATION,G,10636,21.28,0,0.0788,N,2
LN-11152,P-101362,2024-01-18,MEDICAL,C,500,7.38,0,0.007,N,16
LN-11153,P-100612,2024-03-02,DEBTCONSOLIDATION,B,3630,10.77,0,0.127,N,2
LN-11154,P-101173,2023-04-24,HOMEIMPROVEMENT,C,2315,12.59,0,0.1001,N,11
LN-11155,P-101510,2024-09-28,HOMEIMPROVEMENT,A,7478,7.57,0,0.5074,N,2
LN-11156,P-100394,2024-06-30,PERSONAL,D,506,16.67,0,0.0072,N,7
LN-11157,P-100300,2023-08-26,PERSONAL,C,2007,15.99,0,0.0428,N,11
LN-11158,P-100188,2024-11-09,VENTURE,A,16033,5.78,0,0.583,N,8
LN-11159,P-100439,2023-10-10,HOMEIMPROVEMENT,B,11666,8.11,0,0.8509,N,5
LN-11160,P-100824,2024-01-01,VENTURE,C,11596,14.66,0,0.8976,N,11
LN-11161,P-100540,2023-01-15,VENTURE,C,13630,15.69,0,0.3951,N,8
LN-11162,P-101411,2023-06-29,VENTURE,E,15092,16.62,0,0.2158,N,6
LN-11163,P-100333,2024-09-29,DEBTCONSOLIDATION,A,2254,8.4,0,0.1956,Y,2
LN-11164,P-100937,2024-09-29,HOMEIMPROVEMENT,A,15633,5.0,0,0.1944,N,6
LN-11165,P-100241,2024-03-03,PERSONAL,C,10039,14.37,0,0.0824,N,8
LN-11166,P-101528,2023-09-22,PERSONAL,A,9885,10.85,0,0.1801,N,3
LN-11167,P-101232,2023-10-21,MEDICAL,D,3293,17.53,1,0.0857,Y,5
LN-11168,P-101170,2023-03-24,PERSONAL,B,6392,9.49,0,0.1767,N,6
LN-11169,P-100760,2023-06-11,MEDICAL,B,7344,9.14,0,0.1514,N,9
LN-11170,P-100995,2023-10-10,HOMEIMPROVEMENT,A,6160,7.24,0,0.1026,Y,2
LN-11171,P-100863,2023-03-24,MEDICAL,A,4013,5.59,0,0.1099,N,6
LN-11172,P-100441,2023-05-17,PERSONAL,A,10938,11.09,0,0.418,N,10
LN-11173,P-100250,2024-04-05,PERSONAL,C,5970,14.91,0,0.1155,Y,14
