loan_id,application_id,customer_id,loan_amount,interest_rate,term_months,start_date,maturity_date,loan_status,monthly_payment
LOAN0000768,APP0000522,CUST0000353,35458.67,8.44,48,2021-10-22,2025-10-22,Paid Off,872.99
LOAN0000769,APP0000997,CUST0001127,28614.88,8.9,36,2022-12-23,2025-12-22,Paid Off,908.61
LOAN0000770,APP0001696,CUST0000230,13152.05,8.5,12,2026-05-25,2027-05-25,Active,1147.12
LOAN0000771,APP0001188,CUST0001203,31386.53,6.46,24,2023-06-20,2025-06-19,Paid Off,1397.58
LOAN0000772,APP0002393,CUST0001634,63786.77,4.76,36,2025-08-03,2028-08-02,Active,1904.88
LOAN0000773,APP0002009,CUST0001047,51179.98,6.44,48,2026-09-01,2030-09-01,Delinquent,1212.32
LOAN0000774,APP0000979,CUST0000267,21566.22,5.79,48,2024-08-09,2028-08-09,Active,504.41
LOAN0000775,APP0002563,CUST0000254,4238.94,8.85,84,2025-05-07,2032-05-06,Active,67.88
LOAN0000776,APP0000887,CUST0001724,1217.26,16.06,48,2022-02-03,2026-02-03,Paid Off,34.53
LOAN0000777,APP0002940,CUST0000844,40702.92,6.97,48,2021-11-23,2025-11-23,Paid Off,974.12
LOAN0000778,APP0002450,CUST0001860,29993.75,6.48,84,2024-11-23,2031-11-23,Active,445.1
LOAN0000779,APP0000771,CUST0000842,,9.29,24,2025-01-06,2027-01-06,Active,1174.78
LOAN0000780,APP0001434,CUST0001035,71571.06,10.74,36,2023-12-02,2026-12-01,Active,2334.34
LOAN0000781,APP0000203,CUST0000899,51573.6,6.03,60,2025-06-15,2030-06-15,Active,997.78
LOAN0000782,APP0000117,CUST0001951,2176.03,14.83,48,2025-01-21,2029-01-21,Delinquent,60.37
LOAN0000783,APP0002800,CUST0000235,9023.34,10.65,72,2024-06-17,2030-06-17,Active,170.14
LOAN0000784,APP0000919,CUST0001736,3030.8,12.28,48,2026-07-21,2030-07-21,Active,80.23
LOAN0000785,APP0000316,CUST0000062,64961.63,8.48,72,2021-12-21,2027-12-21,Active,1154.27
LOAN0000786,APP0000149,CUST0000897,22440.08,9.27,24,2022-05-23,2024-05-22,Paid Off,1027.95
LOAN0000787,APP0000517,CUST0001165,62948.16,11.1,60,2024-09-01,2029-09-01,Active,1371.79
LOAN0000788,APP0002263,CUST0001767,8654.49,10.39,24,2022-03-03,2024-03-02,Paid Off,400.92
LOAN0000789,APP0000786,CUST0001225,,8.49,12,2025-08-26,2026-08-26,Active,4195.03
LOAN0000790,APP0001319,CUST0000520,55505.35,10.57,24,2025-11-25,2027-11-25,Active,2575.92
LOAN0000791,APP0000270,CUST0000569,38071.79,9.23,48,2022-10-23,2026-10-23,Active,951.58
LOAN0000792,APP0000550,CUST0001554,52240.2,5.97,36,2022-11-13,2025-11-12,Paid Off,1588.54
LOAN0000793,APP0001370,CUST0000787,,5.96,24,2023-11-22,2025-11-21,Paid Off,2567.6
LOAN0000794,APP0000612,CUST0000889,33556.77,7.84,48,2023-12-23,2027-12-23,Active,816.7
LOAN0000795,APP0002600,CUST0001172,6558.73,13.48,36,2023-08-24,2026-08-23,Paid Off,222.51
LOAN0000796,APP0002933,CUST0000373,14949.72,12.18,36,2024-08-15,2027-08-15,Active,497.83
LOAN0000797,APP0001558,CUST0001108,6443.93,9.89,48,2022-02-12,2026-02-12,Paid Off,163.09
LOAN0000798,APP0000712,CUST0000317,28641.37,8.31,72,2022-01-17,2028-01-17,Active,506.52
LOAN0000799,APP0002243,CUST0001457,14532.13,7.17,60,2022-03-14,2027-03-14,Defaulted,288.92
LOAN0000800,APP0001146,CUST0001859,12827.55,8.58,36,2021-11-30,2024-11-29,Paid Off,405.41
LOAN0000801,APP0002935,CUST0000385,530.44,16.12,60,2025-03-29,2030-03-29,Active,12.93
LOAN0000802,APP0000338,CUST0000245,27743.36,7.84,72,2022-06-25,2028-06-24,Active,484.27
LOAN0000803,APP0001677,CUST0001873,17080.16,6.15,36,2025-04-24,2028-04-23,Active,520.77
LOAN0000804,APP0000958,CUST0001885,17094.23,9.29,24,2023-09-14,2025-09-13,Paid Off,783.22
LOAN0000805,APP0002387,CUST0000035,13161.45,4.48,24,2024-10-08,2026-10-08,Delinquent,574.35
LOAN0000806,APP0000393,CUST0001842,3073.73,8.7,48,2023-10-31,2027-10-31,Active,76.05
LOAN0000807,APP0001951,CUST0001177,32239.63,11.25,72,2024-05-16,2030-05-16,Active,617.79
LOAN0000808,APP0001177,CUST0000975,132961.27,7.85,12,2021-10-23,2022-10-23,Paid Off,11556.87
LOAN0000809,APP0001656,CUST0000555,32726.83,12.26,36,2024-10-02,2027-10-02,Active,1091.07
LOAN0000810,APP0001729,CUST0000308,22639.15,7.8,24,2023-11-13,2025-11-12,Paid Off,1021.84
LOAN0000811,APP0002054,CUST0000112,160644.15,7.89,48,2023-01-19,2027-01-19,Active,3913.5
LOAN0000812,APP0002199,CUST0000171,3864.89,11.33,72,2022-09-16,2028-09-15,Active,74.22
LOAN0000813,APP0000241,CUST0000751,12217.68,6.37,60,2022-12-01,2027-12-01,Active,238.31
LOAN0000814,APP0001749,CUST0001716,21880.79,8.35,84,2025-05-26,2032-05-25,Active,344.87
LOAN0000815,APP0000834,CUST0001619,1543.82,16.74,36,2023-01-19,2026-01-18,Paid Off,54.84
LOAN0000816,APP0002770,CUST0000908,500.0,14.05,48,2026-07-31,2030-07-31,Active,13.68
LOAN0000817,APP0002422,CUST0000079,17599.84,5.96,72,2024-07-25,2030-07-25,Active,291.35
LOAN0000818,APP0000894,CUST0001829,22101.26,6.7,60,2023-03-10,2028-03-09,Defaulted,434.51
LOAN0000819,APP0000601,CUST0000079,18089.74,4.98,84,2025-03-08,2032-03-07,Active,255.51
LOAN0000820,APP0002057,CUST0001998,31873.04,12.34,24,2025-02-23,2027-02-23,Delinquent,1505.44
LOAN0000821,APP0000746,CUST0000002,11732.91,10.71,24,2024-10-31,2026-10-31,Delinquent,545.27
LOAN0000822,APP0001123,CUST0000217,86612.18,6.95,24,2023-02-25,2025-02-24,Paid Off,3875.89
LOAN0000823,APP0000625,CUST0000581,4642.38,10.38,72,2025-01-15,2031-01-15,Active,86.9
LOAN0000824,APP0002181,CUST0001893,36706.72,8.59,12,2022-12-11,2023-12-11,Paid Off,3203.08
LOAN0000825,APP0002519,CUST0000904,16843.89,8.21,60,2022-06-29,2027-06-29,Active,343.23
LOAN0000826,APP0002305,CUST0001367,46546.46,5.58,36,2024-11-30,2027-11-30,Active,1407.19
LOAN0000827,APP0001129,CUST0000292,16708.12,7.74,60,2024-02-13,2024-01-18,Active,336.71
LOAN0000828,APP0002570,CUST0001120,30336.39,10.65,60,2025-07-07,2030-07-07,Active,654.3
LOAN0000829,APP0000490,CUST0001653,10778.51,9.74,36,2023-09-02,2026-09-01,Active,346.48
LOAN0000830,APP0000902,CUST0001182,16356.18,7.4,24,2021-10-20,2023-10-20,Paid Off,735.28
LOAN0000831,APP0002572,CUST0001079,41917.24,6.53,48,2025-01-14,2029-01-14,Active,994.65
LOAN0000832,APP0000412,CUST0001010,-1527.83,14.09,84,2022-12-20,2029-12-19,Delinquent,28.71
LOAN0000833,APP0002626,CUST0000043,2935.78,16.09,12,2024-03-24,2025-03-24,Paid Off,266.49
LOAN0000834,APP0002167,CUST0000174,4999.67,14.68,24,2022-01-28,2024-01-28,Paid Off,241.66
LOAN0000835,APP0002417,CUST0000411,29050.6,6.24,72,2024-09-04,2030-09-04,Active,484.75
LOAN0000836,APP0000266,CUST0001813,5368.45,8.49,12,2025-05-08,2026-05-08,Paid Off,468.21
LOAN0000837,APP0001817,CUST0001209,8050.26,8.94,12,2025-08-24,2026-08-24,Paid Off,703.78
LOAN0000838,APP0001924,CUST0001379,33354.51,8.15,72,2021-11-27,2027-11-27,Active,587.26
LOAN0000839,APP0000589,CUST0001640,10027.86,10.27,60,2024-11-12,2029-11-12,Active,214.4
LOAN0000840,APP0000103,CUST0000139,3432.02,15.73,24,2025-08-14,2027-08-14,Defaulted,167.6
LOAN0000841,APP0002840,CUST0001747,776.51,16.55,84,2025-02-03,2032-02-03,Defaulted,15.67
LOAN0000842,APP0001250,CUST0001345,48952.07,3.23,60,2025-07-14,2030-07-14,Active,884.62
LOAN0000843,APP0002848,CUST0001698,4731.06,8.37,24,2023-05-17,2025-05-16,Paid Off,214.77
LOAN0000844,APP0002038,CUST0000514,,8.66,36,2022-07-25,2025-07-24,Paid Off,612.02
LOAN0000845,APP0000595,CUST0000375,9659.07,9.26,72,2024-09-20,2030-09-20,Defaulted,175.36
LOAN0000846,APP0001207,CUST0001545,13529.55,6.94,48,2024-10-15,2028-10-15,Active,323.61
LOAN0000847,APP0000389,CUST0001690,,9.1,48,2025-08-26,2029-08-26,Active,250.57
LOAN0000848,APP0002953,CUST0000210,1833.76,16.85,36,2025-09-05,2028-09-04,Active,65.24
LOAN0000849,APP0000908,CUST0001560,10037.31,6.41,24,2023-12-20,2025-12-19,Paid Off,446.72
LOAN0000850,APP0000055,CUST0000934,2637.16,9.01,48,2022-08-12,2026-08-12,Paid Off,65.64
LOAN0000851,APP0001105,CUST0000216,3289.15,15.35,24,2024-12-13,2026-12-13,Active,160.03
LOAN0000852,APP0000223,CUST0001797,22829.86,12.17,60,2024-08-03,2029-08-03,Defaulted,509.8
LOAN0000853,APP0001578,CUST0000649,13865.36,5.01,24,2024-04-30,2026-04-30,Paid Off,608.35
LOAN0000854,APP0000026,CUST0000203,33632.16,11.08,24,2023-02-27,2025-02-26,Paid Off,1568.77
LOAN0000855,APP0002797,CUST0001690,56578.35,9.23,12,2024-02-21,2025-02-20,Paid Off,4953.9
LOAN0000856,APP0002230,CUST0001687,28567.23,5.49,60,2022-10-14,2027-10-14,Active,545.54
LOAN0000857,APP0002384,CUST0001175,3875.0,7.47,36,2024-01-17,2027-01-16,Active,120.48
LOAN0000858,APP0002671,CUST0001675,7664.28,9.33,36,2024-05-21,2027-05-21,Active,244.9
LOAN0000859,APP0002632,CUST0000097,7008.98,11.23,48,2022-03-01,2026-03-01,Paid Off,181.93
LOAN0000860,APP0000246,CUST0000693,10329.16,8.45,48,2024-08-18,2028-08-18,Active,254.35
LOAN0000861,APP0002565,CUST0000058,28178.71,8.67,72,2023-07-23,2029-07-22,Active,503.33
LOAN0000862,APP0001448,CUST0000125,15999.34,10.11,36,2026-01-30,2029-01-29,Active,517.08
LOAN0000863,APP0001823,CUST0001674,34764.22,6.25,24,2026-07-21,2028-07-20,Active,1544.69
LOAN0000864,APP0000765,CUST0000254,5264.22,10.25,72,2026-08-23,2032-08-22,Defaulted,98.19
LOAN0000865,APP0002618,CUST0000114,42709.02,7.6,36,2026-05-20,2029-05-19,Active,1330.48
LOAN0000866,APP0002970,CUST0001543,3472.11,11.14,48,2025-06-11,2029-06-11,Active,89.97
LOAN0000867,APP0000441,CUST0000515,20790.21,7.42,24,2026-01-04,2028-01-04,Active,934.79
LOAN0000868,APP0001395,CUST0000064,500.0,14.54,72,2022-07-12,2028-07-11,Active,10.45
LOAN0000869,APP0000735,CUST0001175,,6.92,72,2023-02-02,2029-02-01,Active,63.75
LOAN0000870,APP0001965,CUST0001917,17019.98,7.41,36,2022-04-28,2025-04-27,Paid Off,528.72
LOAN0000871,APP0001909,CUST0000372,5206.12,4.52,12,2022-03-26,2023-03-26,Paid Off,444.54
LOAN0000872,APP0000448,CUST0000724,44113.31,10.79,12,2024-08-16,2025-08-16,Paid Off,3894.49
LOAN0000873,APP0002080,CUST0000566,5885.3,11.96,36,2024-10-01,2027-10-01,Active,195.36
LOAN0000874,APP0001117,CUST0000323,7144.8,,36,2024-12-01,2027-12-01,Active,244.44
LOAN0000875,APP0002301,CUST0001981,6154.85,7.69,36,2026-05-12,2029-05-11,Delinquent,191.99
LOAN0000876,APP0000255,CUST0001097,747.17,13.83,48,2025-11-15,2029-11-15,Delinquent,20.35
LOAN0000877,APP0002276,CUST0000645,30307.92,5.91,24,2026-03-10,2028-03-09,Active,1342.04
LOAN0000878,APP0002584,CUST0001897,1047.95,13.11,24,2024-10-28,2026-10-28,Active,49.88
LOAN0000879,APP0000260,CUST0001635,27696.09,6.34,84,2025-04-14,2032-04-13,Active,409.13
LOAN0000880,APP0001891,CUST0001382,5022.35,7.82,36,2023-08-14,2026-08-13,Paid Off,156.97
LOAN0000881,APP0001092,CUST0001780,42096.29,6.04,84,2025-10-18,2032-10-17,Delinquent,615.77
LOAN0000882,APP0001362,CUST0000010,2775.33,15.75,48,2026-06-26,2030-06-26,Active,78.3
LOAN0000883,APP0000341,CUST0001189,,7.4,12,2024-09-11,2025-09-11,Paid Off,1252.98
LOAN0000884,APP0000454,CUST0001823,12852.46,13.15,48,2021-09-12,2025-09-12,Paid Off,345.76
LOAN0000885,APP0000592,CUST0001583,38848.44,8.5,84,2025-03-01,2032-02-29,Active,615.22
LOAN0000886,APP0002401,CUST0000808,32429.7,10.74,60,2022-01-18,2027-01-18,Active,700.9
LOAN0000887,APP0000297,CUST0000177,49079.76,6.02,36,2021-12-06,2024-12-05,Paid Off,1493.55
LOAN0000888,APP0000112,CUST0000669,2330.37,13.25,12,2023-10-18,2024-10-17,Paid Off,208.42
LOAN0000889,APP0000503,CUST0001397,18397.78,8.47,36,2023-05-17,2026-05-16,Paid Off,580.52
LOAN0000890,APP0002132,CUST0001356,4106.72,8.55,12,2024-10-17,2025-10-17,Paid Off,358.28
LOAN0000891,APP0000699,CUST0001535,4173.48,6.24,36,2023-02-07,2026-02-06,Paid Off,127.42
LOAN0000892,APP0000123,CUST0000592,6361.03,8.92,72,2025-04-29,2031-04-29,Active,114.41
LOAN0000893,APP0002296,CUST0000309,28487.3,8.92,48,2024-03-13,2028-03-13,Active,707.83
LOAN0000894,APP0002084,CUST0001899,36374.71,5.72,60,2023-12-26,2028-12-25,Delinquent,698.5
LOAN0000895,APP0001876,CUST0001690,12950.39,9.72,48,2022-12-05,2026-12-05,Active,326.72
LOAN0000896,APP0002489,CUST0001870,31399.66,8.41,24,2022-09-04,2024-09-03,Paid Off,1426.0
LOAN0000897,APP0001452,CUST0001804,3651.92,15.87,24,2025-12-25,2027-12-25,Active,178.58
LOAN0000898,APP0000384,CUST0001017,24093.32,7.42,60,2026-07-19,2031-07-19,Active,481.87
LOAN0000899,APP0001658,CUST0001440,66656.81,5.85,36,2022-02-02,2025-02-01,Paid Off,2023.3
LOAN0000900,APP0002873,CUST0001384,32236.29,10.32,36,2025-04-25,2028-04-24,Active,1045.02
LOAN0000901,APP0002218,CUST0001641,19069.07,7.52,24,2025-01-12,2027-01-12,Delinquent,858.27
LOAN0000902,APP0000822,CUST0001690,4699.05,8.16,36,2022-12-06,2025-12-05,Paid Off,147.6
LOAN0000903,APP0001431,CUST0000956,7265.96,12.15,24,2023-04-05,2025-04-04,Paid Off,342.54
LOAN0000904,APP0000141,CUST0000695,63221.55,6.17,24,2021-11-12,2023-11-12,Paid Off,2806.86
LOAN0000905,APP0000158,CUST0001824,32843.23,5.31,72,2025-05-22,2031-05-22,Active,533.67
LOAN0000906,APP0002066,CUST0000195,5696.34,13.13,60,2024-05-30,2029-05-30,Defaulted,129.99
LOAN0000907,APP0002119,CUST0000815,11814.2,6.66,72,2022-12-24,2028-12-23,Active,199.5
LOAN0000908,APP0001142,CUST0000130,4368.6,12.04,72,2021-09-06,2027-09-06,Active,85.5
LOAN0000909,APP0001613,CUST0001131,3208.89,9.67,48,2024-02-25,2028-02-25,Active,80.88
LOAN0000910,APP0002588,CUST0001975,17391.47,12.22,36,2026-09-07,2029-09-06,Active,579.47
LOAN0000911,APP0001830,CUST0001601,18732.99,7.06,36,2024-03-13,2027-03-13,Active,578.93
LOAN0000912,APP0000189,CUST0001844,58846.64,10.72,12,2022-06-17,2023-06-17,Paid Off,5193.28
LOAN0000913,APP0002932,CUST0001465,1083.34,16.01,60,2022-03-03,2027-03-03,Active,26.35
LOAN0000914,APP0002397,CUST0000740,39535.29,10.17,60,2024-08-29,2029-08-29,Active,843.32
LOAN0000915,APP0002638,CUST0000789,12052.38,10.88,48,2025-12-17,2029-12-17,Active,310.8
LOAN0000916,APP0002898,CUST0000176,4891.62,10.86,36,2023-06-05,2026-06-04,Paid Off,159.82
LOAN0000917,APP0001517,CUST0000428,30743.16,10.31,24,2021-10-30,2023-10-30,Paid Off,1423.04
LOAN0000918,APP0000845,CUST0001267,52651.23,6.73,12,2024-01-19,2025-01-18,Paid Off,4549.19
LOAN0000919,APP0000695,CUST0000935,39623.11,9.12,36,2023-12-15,2026-12-14,Active,1262.22
LOAN0000920,APP0001366,CUST0000930,9923.06,9.85,72,2025-04-12,2031-04-12,Active,183.08
LOAN0000921,APP0001397,CUST0001691,25718.15,10.46,12,2026-03-10,2027-03-10,Active,2266.54
LOAN0000922,APP0001420,CUST0000524,39894.9,11.33,84,2024-11-27,2031-11-27,Active,690.04
LOAN0000923,APP0000028,CUST0001262,29831.57,9.42,48,2023-06-13,2027-06-13,Active,748.32
LOAN0000924,APP0002971,CUST0001034,6819.23,10.49,36,2025-08-31,2028-08-30,Active,221.61
LOAN0000925,APP0000651,CUST0000891,35797.27,7.84,24,2026-03-13,2028-03-12,Active,1616.4
LOAN0000926,APP0000427,CUST0000037,18498.08,7.06,12,2025-10-11,2026-10-11,Active,1601.09
LOAN0000927,APP0001599,CUST0001396,10808.81,8.14,48,2023-12-28,2027-12-28,Active,264.59
LOAN0000928,APP0002203,CUST0000026,12657.55,6.97,48,2023-07-15,2027-07-15,Active,302.92
LOAN0000929,APP0001961,CUST0001670,10785.11,10.71,36,2025-12-05,2028-12-04,Active,351.61
LOAN0000930,APP0002383,CUST0001845,52244.53,7.93,36,2023-05-10,2026-05-09,Paid Off,1635.47
LOAN0000931,APP0000532,CUST0001670,31341.41,8.39,12,2024-04-26,2025-04-26,Paid Off,2731.99
LOAN0000932,APP0001320,CUST0001349,32978.27,6.56,24,2022-06-14,2024-06-13,Paid Off,1469.95
LOAN0000933,APP0000175,CUST0001255,1505.11,14.38,60,2022-04-03,2027-04-03,Active,35.32
LOAN0000934,APP0001451,CUST0001193,29520.91,-7.36,48,2025-02-23,2029-02-23,Delinquent,711.86
LOAN0000935,APP0002980,CUST0001011,17665.33,6.17,24,2026-05-09,2028-05-08,Active,784.29
LOAN0000936,APP0000818,CUST0000312,16805.45,12.55,60,2023-03-16,2028-03-15,Active,378.52
LOAN0000937,APP0002258,CUST0000227,57519.16,10.72,24,2024-02-17,2026-02-16,Paid Off,2673.37
LOAN0000938,APP0002187,CUST0000621,7520.1,8.53,60,2025-09-29,2030-09-29,Active,154.4
LOAN0000939,APP0001047,CUST0000478,38139.68,9.25,48,2025-05-15,2029-05-15,Delinquent,953.64
LOAN0000940,APP0001491,CUST0001196,27458.13,8.67,60,2025-08-01,2030-08-01,Active,565.6
LOAN0000941,APP0002486,CUST0001838,500.0,17.19,12,2024-04-01,2025-04-01,Paid Off,45.65
LOAN0000942,APP0002458,CUST0001390,4823.73,8.78,60,2021-09-22,2026-09-22,Active,99.62
LOAN0000943,APP0002223,CUST0001081,44779.82,7.41,60,2024-06-04,2029-06-04,Active,895.38
LOAN0000944,APP0001757,CUST0000225,6468.94,10.22,24,2022-06-10,2024-06-09,Paid Off,299.17
LOAN0000945,APP0002916,CUST0001464,50656.22,11.09,24,2022-01-24,2024-01-24,Paid Off,2363.09
LOAN0000946,APP0000812,CUST0001388,27117.08,5.31,60,2022-04-06,2027-04-06,Delinquent,515.59
LOAN0000947,APP0001388,CUST0000757,20915.59,6.89,36,2025-10-27,2028-10-26,Active,644.76
LOAN0000948,APP0002160,CUST0000651,22903.03,6.43,48,2022-11-14,2026-11-14,Active,542.41
LOAN0000949,APP0000578,CUST0001930,11829.07,12.54,12,2025-10-10,2026-10-10,Active,1053.99
LOAN0000950,APP0000350,CUST0000602,70119.98,6.7,24,2026-06-23,2028-06-22,Active,3129.92
LOAN0000951,APP0001353,CUST0000355,15470.49,8.4,60,2026-07-10,2031-07-10,Active,316.66
LOAN0000952,APP0000391,CUST0000495,16129.0,8.31,24,2024-02-03,2026-02-02,Paid Off,731.75
LOAN0000953,APP0000457,CUST0000223,5715.71,6.92,12,2025-10-18,2026-10-18,Active,494.35
LOAN0000954,APP0000349,CUST0001129,106393.72,5.62,24,2022-07-10,2024-07-09,Paid Off,4697.24
LOAN0000955,APP0000344,CUST0001213,11069.95,8.71,60,2024-11-09,2029-11-09,Active,228.24
LOAN0000956,APP0002288,CUST0000357,13482.45,11.47,36,2024-09-16,2027-09-16,Active,444.41
LOAN0000957,APP0001441,CUST0001757,18275.87,7.84,48,2024-04-08,2028-04-08,Active,444.8
LOAN0000958,APP0001185,CUST0000467,13123.39,10.58,48,2026-06-19,2030-06-19,Active,336.51
LOAN0000959,APP0001001,CUST0001220,15700.66,5.42,36,2024-12-12,2027-12-12,Active,473.53
LOAN0000960,APP0001480,CUST0000131,2935.15,11.53,12,2022-12-17,2023-12-17,Paid Off,260.14
LOAN0000961,APP0002298,CUST0000905,27043.47,6.43,24,2025-09-11,2027-09-11,Active,1203.83
LOAN0000962,APP0002643,CUST0001978,1255.59,14.4,24,2025-08-25,2027-08-25,Active,60.52
LOAN0000963,APP0000660,CUST0000661,25081.69,6.73,72,2023-06-09,2029-06-08,Active,424.37
LOAN0000964,APP0002517,CUST0000884,1360.68,16.41,60,2024-03-11,2029-03-11,Active,33.39
LOAN0000965,APP0000298,CUST0001104,7807.33,8.37,60,2023-07-23,2028-07-22,Active,159.69
LOAN0000966,APP0001013,CUST0000509,15130.63,11.95,60,2026-05-23,2031-05-23,Active,336.19
LOAN0000967,APP0000230,CUST0001720,13505.31,11.34,12,2026-01-07,2027-01-07,Active,1195.76
LOAN0000968,APP0000059,CUST0000752,30387.36,7.15,60,2023-06-08,2028-06-07,Active,603.86
LOAN0000969,APP0000952,CUST0001679,28354.12,7.24,36,2023-09-30,2026-09-29,Active,878.61
LOAN0000970,APP0002645,CUST0000484,8685.64,15.67,60,2024-10-31,2029-10-31,Active,209.7
LOAN0000971,APP0000361,CUST0001859,16514.89,10.09,84,2022-08-29,2029-08-28,Active,274.94
LOAN0000972,APP0001992,CUST0000157,6996.13,15.12,36,2025-07-05,2028-07-04,Active,242.93
LOAN0000973,APP0000559,CUST0000613,6501.55,7.42,48,2025-11-28,2029-11-28,Active,156.96
LOAN0000974,APP0001048,CUST0001242,1853.98,11.14,36,2025-11-24,2028-11-23,Active,60.82
LOAN0000975,APP0000406,CUST0001254,9308.51,8.58,72,2024-09-29,2030-09-29,Delinquent,165.86
LOAN0000976,APP0000147,CUST0001864,2462.82,15.63,24,2021-11-27,2023-11-27,Paid Off,120.15
LOAN0000977,APP0000985,CUST0000019,1679.12,15.66,36,2023-02-22,2026-02-21,Paid Off,58.75
LOAN0000978,APP0001941,CUST0001864,770.92,16.78,72,2022-04-26,2028-04-25,Active,17.06
LOAN0000979,APP0000033,CUST0000179,30637.44,12.73,24,2022-04-05,2024-04-04,Paid Off,1452.68
LOAN0000980,APP0000547,CUST0000019,2282.46,14.5,36,2026-06-15,2029-06-14,Active,78.56
LOAN0000981,APP0001857,CUST0000925,26394.58,5.73,48,2023-03-07,2027-03-07,Active,616.62
LOAN0000982,APP0000745,CUST0001817,796.51,14.84,48,2021-10-02,2025-10-02,Paid Off,22.1
LOAN0000983,APP0001256,CUST0000403,15369.84,8.0,24,2024-10-02,2026-10-02,Active,695.14
LOAN0000984,APP0000437,CUST0000313,15700.3,7.05,12,2023-08-21,2024-08-20,Paid Off,1358.86
LOAN0000985,APP0002585,CUST0001532,2128.56,14.12,36,2024-11-03,2027-11-03,Delinquent,72.87
LOAN0000986,APP0001494,CUST0000192,12695.93,9.82,36,2022-01-29,2025-01-28,Paid Off,408.59
LOAN0000987,APP0002483,CUST0000318,37452.13,10.13,84,2024-06-17,2031-06-17,Active,624.27
LOAN0000988,APP0000511,CUST0000060,1699.94,10.9,60,2025-05-19,2030-05-19,Active,36.88
LOAN0000989,APP0000698,CUST0000173,2874.08,11.15,48,2024-10-15,2028-10-15,Active,74.49
LOAN0000990,APP0001122,CUST0001359,43303.4,9.44,24,2022-06-12,2024-06-11,Paid Off,1987.06
LOAN0000991,APP0000933,CUST0001560,38918.19,7.54,72,2025-05-14,2031-05-14,Active,673.65
LOAN0000992,APP0002123,CUST0000379,34441.58,6.2,24,2025-02-12,2027-02-12,Active,1529.58
LOAN0000993,APP0001027,CUST0001956,2366.69,15.44,84,2026-04-25,2033-04-24,Active,46.26
LOAN0000994,APP0002963,CUST0001810,4622.43,11.23,84,2026-03-09,2033-03-08,Active,79.71
LOAN0000995,APP0002710,CUST0000172,761.22,15.63,84,2023-06-27,2030-06-26,Defaulted,14.96
LOAN0000996,APP0001837,CUST0001406,8738.29,8.16,36,2024-10-31,2027-10-31,Delinquent,274.47
LOAN0000997,APP0000433,CUST0001742,24210.22,8.87,24,2024-01-05,2026-01-04,Paid Off,1104.59
LOAN0000998,APP0001932,CUST0000917,9059.44,8.29,48,2023-11-09,2027-11-09,Active,222.4
LOAN0000999,APP0002480,CUST0000199,4993.44,9.19,36,2024-04-27,2027-04-27,Delinquent,159.23
LOAN0001000,APP0001762,CUST0000172,825.41,12.66,36,2024-10-06,2027-10-06,Active,27.68
LOAN0001001,APP0002743,CUST0001523,739.06,15.18,48,2025-04-19,2029-04-19,Active,20.64
LOAN0001002,APP0001720,CUST0000872,,7.33,60,2022-12-19,2027-12-19,Active,274.52
LOAN0001003,APP0001899,CUST0001176,810.72,,36,2022-12-08,2025-12-07,Paid Off,28.15
LOAN0001004,APP0000650,CUST0000334,9869.65,6.13,36,2024-01-29,2027-01-28,Active,300.84
LOAN0001005,APP0002266,CUST0001447,24378.39,7.24,48,2026-06-22,2030-06-22,Defaulted,586.49
LOAN0001006,APP0001128,CUST0001516,36523.09,8.27,12,2024-04-13,2025-04-13,Paid Off,3181.65
LOAN0001007,APP0002896,CUST0000204,6028.47,11.14,60,2022-04-21,2027-04-21,Active,131.49
LOAN0001008,APP0000402,CUST0000596,45998.38,10.44,60,2024-01-10,2029-01-09,Active,987.32
LOAN0001009,APP0000701,CUST0000836,50491.51,7.19,72,2023-04-30,2029-04-29,Active,865.44
LOAN0001010,APP0000996,CUST0000740,7799.51,-7.74,60,2024-06-24,2029-06-24,Active,157.18
LOAN0001011,APP0001241,CUST0000856,52181.95,8.8,48,2022-11-30,2026-11-30,Active,1293.6
LOAN0001012,APP0001326,CUST0000088,10600.35,10.86,72,2021-10-12,2027-10-12,Active,201.01
LOAN0001013,APP0002966,CUST0001164,9986.76,9.47,36,2021-10-31,2024-10-30,Paid Off,319.77
LOAN0001014,APP0000047,CUST0000540,6201.69,11.32,60,2025-02-17,2030-02-17,Active,135.83
LOAN0001015,APP0000018,CUST0001727,-57811.76,9.22,12,2023-01-30,2024-01-30,Paid Off,5061.62
LOAN0001016,APP0002875,CUST0000980,38655.7,8.12,60,2024-02-11,2029-02-10,Active,786.02
LOAN0001017,APP0001401,CUST0000814,53923.97,11.12,12,2026-08-14,2027-08-14,Active,4768.91
LOAN0001018,APP0002699,CUST0000344,11835.46,8.01,12,2024-11-14,2025-11-14,Paid Off,1029.6
LOAN0001019,APP0002726,CUST0000057,10517.99,9.08,48,2024-04-15,2028-04-15,Active,262.14
LOAN0001020,APP0000691,CUST0000984,12746.99,12.8,24,2025-10-15,2027-10-15,Delinquent,604.82
LOAN0001021,APP0001073,CUST0001012,15179.0,6.43,36,2021-12-21,2024-12-20,Paid Off,464.74
LOAN0001022,APP0000087,CUST0000504,25588.67,8.34,60,2022-05-23,2027-05-23,Delinquent,523.02
LOAN0001023,APP0001684,CUST0000128,11285.12,8.01,48,2026-07-03,2030-07-03,Active,275.56
