assessment_id,customer_id,loan_id,assessment_date,risk_score,probability_of_default,risk_category,model_version
RISKA0000601,CUST0001760,,2024-02-13,728,0.034,LOW,synthetic-pd-v1.0
RISKA0000602,CUST0000528,,2025-03-06,665,0.122,MEDIUM,synthetic-pd-v1.0
RISKA0000603,CUST0001049,,2024-08-14,672,0.107,MEDIUM,synthetic-pd-v1.0
RISKA0000604,CUST0000225,,2025-03-30,684,0.0848,LOW,synthetic-pd-v1.0
RISKA0000605,CUST0001463,,2024-03-20,668,0.1159,LOW,synthetic-pd-v1.0
RISKA0000606,CUST0000589,,2023-10-07,674,0.1029,MEDIUM,synthetic-pd-v1.0
RISKA0000607,CUST0001895,,2022-05-02,525,0.7465,HIGH,synthetic-pd-v1.0
RISKA0000608,CUST0001976,,2022-10-11,667,0.119,MEDIUM,synthetic-pd-v1.0
RISKA0000609,CUST0001593,,2025-03-16,693,0.0712,LOW,synthetic-pd-v1.0
RISKA0000610,CUST0001388,,2025-01-12,653,0.1552,LOW,synthetic-pd-v1.0
RISKA0000611,CUST0000321,,2022-04-19,706,0.0539,LOW,synthetic-pd-v1.0
RISKA0000612,CUST0001217,,2022-06-17,622,0.2633,MEDIUM,synthetic-pd-v1.0
RISKA0000613,CUST0000967,,2024-05-08,675,0.1006,MEDIUM,synthetic-pd-v1.0
RISKA0000614,CUST0001982,,2026-08-24,674,0.1029,LOW,synthetic-pd-v1.0
RISKA0000615,CUST0000160,,2025-08-04,714,0.046,LOW,synthetic-pd-v1.0
RISKA0000616,CUST0001451,,2026-07-28,550,0.6324,HIGH,synthetic-pd-v1.0
RISKA0000617,CUST0001730,,2024-06-24,702,0.0589,LOW,synthetic-pd-v1.0
RISKA0000618,CUST0001006,,2023-09-29,760,0.0175,LOW,synthetic-pd-v1.0
RISKA0000619,CUST0000034,,2026-04-07,704,0.0563,LOW,synthetic-pd-v1.0
RISKA0000620,CUST0001684,,2024-02-24,618,0.2835,MEDIUM,synthetic-pd-v1.0
RISKA0000621,CUST0001007,,2023-01-03,703,0.0573,LOW,synthetic-pd-v1.0
RISKA0000622,CUST0001693,,2026-01-12,679,0.0934,LOW,synthetic-pd-v1.0
RISKA0000623,CUST0000228,,2024-05-20,647,0.1709,MEDIUM,synthetic-pd-v1.0
RISKA0000624,CUST0001764,,2026-03-19,663,0.1284,MEDIUM,synthetic-pd-v1.0
RISKA0000625,CUST0000290,,2025-10-24,631,0.2277,MEDIUM,synthetic-pd-v1.0
RISKA0000626,CUST0000315,,2025-09-13,630,0.2325,MEDIUM,synthetic-pd-v1.0
RISKA0000627,CUST0001623,,2021-09-18,736,0.0291,LOW,synthetic-pd-v1.0
RISKA0000628,CUST0001802,,2026-02-16,770,0.014,LOW,synthetic-pd-v1.0
RISKA0000629,CUST0001328,,2026-02-16,705,0.0558,LOW,synthetic-pd-v1.0
RISKA0000630,CUST0001562,,2024-01-29,716,0.0442,MEDIUM,synthetic-pd-v1.0
RISKA0000631,CUST0001912,,2025-07-15,661,0.1323,MEDIUM,synthetic-pd-v1.0
RISKA0000632,CUST0000744,,2022-09-05,725,0.0368,LOW,synthetic-pd-v1.0
RISKA0000633,CUST0000724,,2021-09-11,716,0.0441,LOW,synthetic-pd-v1.0
RISKA0000634,CUST0001976,,2025-02-14,662,0.1296,MEDIUM,synthetic-pd-v1.0
RISKA0000635,CUST0001280,,2022-12-02,646,0.174,MEDIUM,synthetic-pd-v1.0
RISKA0000636,CUST0000602,,2026-03-27,748,0.0224,LOW,synthetic-pd-v1.0
RISKA0000637,CUST0000464,,2024-10-17,611,0.315,HIGH,synthetic-pd-v1.0
RISKA0000638,CUST0000361,,2025-01-09,570,0.5276,HIGH,synthetic-pd-v1.0
RISKA0000639,CUST0001885,,2021-12-26,681,0.0904,MEDIUM,synthetic-pd-v1.0
RISKA0000640,CUST0001881,,2025-02-19,651,0.1605,MEDIUM,synthetic-pd-v1.0
RISKA0000641,CUST0001509,,2026-06-08,659,0.1389,MEDIUM,synthetic-pd-v1.0
RISKA0000642,CUST0000653,,2025-08-09,717,0.043,LOW,synthetic-pd-v1.0
RISKA0000643,CUST0001850,,2022-12-20,571,0.5243,HIGH,synthetic-pd-v1.0
RISKA0000644,CUST0001738,,2024-07-10,793,0.0085,LOW,synthetic-pd-v1.0
RISKA0000645,CUST0000523,,2022-08-15,590,0.4201,HIGH,synthetic-pd-v1.0
RISKA0000646,CUST0000949,,2025-04-15,742,0.0254,LOW,synthetic-pd-v1.0
RISKA0000647,CUST0000556,,2025-05-29,764,0.016,LOW,synthetic-pd-v1.0
RISKA0000648,CUST0001703,,2024-09-11,629,0.2358,MEDIUM,synthetic-pd-v1.0
RISKA0000649,CUST0001723,,2023-11-15,699,0.0626,LOW,synthetic-pd-v1.0
RISKA0000650,CUST0000421,,2024-03-29,665,0.1241,MEDIUM,synthetic-pd-v1.0
RISKA0000651,CUST0001338,,2024-08-27,751,0.0212,LOW,synthetic-pd-v1.0
RISKA0000652,CUST0000305,,2024-05-27,649,0.1674,MEDIUM,synthetic-pd-v1.0
RISKA0000653,CUST0001401,,2023-09-24,663,0.1286,MEDIUM,synthetic-pd-v1.0
RISKA0000654,CUST0001054,,2023-08-27,660,0.1355,MEDIUM,synthetic-pd-v1.0
RISKA0000655,CUST0000083,,2023-01-31,743,0.0249,LOW,synthetic-pd-v1.0
RISKA0000656,CUST0000822,,2025-06-18,742,0.0255,LOW,synthetic-pd-v1.0
RISKA0000657,CUST0001230,,2026-06-26,784,0.0103,LOW,synthetic-pd-v1.0
RISKA0000658,CUST0001110,,2022-06-13,737,0.0286,LOW,synthetic-pd-v1.0
RISKA0000659,CUST0001971,,2026-08-19,702,0.0591,LOW,synthetic-pd-v1.0
RISKA0000660,CUST0001760,,2026-03-17,716,0.0443,LOW,synthetic-pd-v1.0
RISKA0000661,CUST0000002,,2024-09-27,600,0.3675,HIGH,synthetic-pd-v1.0
RISKA0000662,CUST0001560,,2024-09-09,770,0.0141,LOW,synthetic-pd-v1.0
RISKA0000663,CUST0001211,,2024-01-23,640,0.1966,MEDIUM,synthetic-pd-v1.0
RISKA0000664,CUST0000395,,2022-10-31,702,0.0585,LOW,synthetic-pd-v1.0
RISKA0000665,CUST0001392,,2024-12-28,771,0.0137,LOW,synthetic-pd-v1.0
RISKA0000666,CUST0001085,,2024-11-03,780,0.0114,LOW,synthetic-pd-v1.0
RISKA0000667,CUST0000827,,2025-09-18,564,0.5574,HIGH,synthetic-pd-v1.0
RISKA0000668,CUST0001753,,2026-02-09,688,0.0777,LOW,synthetic-pd-v1.0
RISKA0000669,CUST0000968,,2024-05-19,720,0.0405,LOW,synthetic-pd-v1.0
RISKA0000670,CUST0000558,,2022-03-12,743,0.0251,LOW,synthetic-pd-v1.0
RISKA0000671,CUST0000514,,2022-10-13,691,0.0745,LOW,synthetic-pd-v1.0
RISKA0000672,CUST0001557,,2025-09-30,502,0.8321,HIGH,synthetic-pd-v1.0
RISKA0000673,CUST0000897,,2025-01-22,744,0.0243,LOW,synthetic-pd-v1.0
RISKA0000674,CUST0000253,,2021-10-12,630,0.2308,MEDIUM,synthetic-pd-v1.0
RISKA0000675,CUST0001079,,2023-07-18,734,0.0303,LOW,synthetic-pd-v1.0
RISKA0000676,CUST0001386,,2023-06-05,662,0.1295,MEDIUM,synthetic-pd-v1.0
RISKA0000677,CUST0000308,,2026-04-09,658,0.1418,MEDIUM,synthetic-pd-v1.0
RISKA0000678,CUST0001650,,2022-03-16,595,0.3947,HIGH,synthetic-pd-v1.0
RISKA0000679,CUST0000391,,2025-12-29,659,0.138,LOW,synthetic-pd-v1.0
RISKA0000680,CUST0000826,,2023-07-04,655,0.1481,MEDIUM,synthetic-pd-v1.0
RISKA0000681,CUST0001479,,2023-02-27,674,0.1035,MEDIUM,synthetic-pd-v1.0
RISKA0000682,CUST0000450,,2021-12-20,738,0.028,LOW,synthetic-pd-v1.0
RISKA0000683,CUST0001029,,2023-06-05,696,0.0664,LOW,synthetic-pd-v1.0
RISKA0000684,CUST0000530,,2023-12-15,780,0.0113,LOW,synthetic-pd-v1.0
RISKA0000685,CUST0001549,,2026-04-30,734,0.0303,LOW,synthetic-pd-v1.0
RISKA0000686,CUST0000107,,2022-11-13,733,0.0311,LOW,synthetic-pd-v1.0
RISKA0000687,CUST0000188,,2024-09-01,739,0.0271,LOW,synthetic-pd-v1.0
RISKA0000688,CUST0000899,,2023-03-04,782,0.0109,LOW,synthetic-pd-v1.0
RISKA0000689,CUST0001810,,2023-09-18,767,0.0149,LOW,synthetic-pd-v1.0
RISKA0000690,CUST0001536,,2022-10-02,655,0.1499,MEDIUM,synthetic-pd-v1.0
RISKA0000691,CUST0001613,,2025-12-07,632,0.2252,MEDIUM,synthetic-pd-v1.0
RISKA0000692,CUST0000325,,2025-06-27,545,0.6557,HIGH,synthetic-pd-v1.0
RISKA0000693,CUST0001271,,2026-04-28,672,0.1077,LOW,synthetic-pd-v1.0
RISKA0000694,CUST0001782,,2022-04-12,729,0.0336,LOW,synthetic-pd-v1.0
RISKA0000695,CUST0000777,,2023-03-03,706,0.0541,LOW,synthetic-pd-v1.0
RISKA0000696,CUST0000152,,2022-01-16,633,0.2198,MEDIUM,synthetic-pd-v1.0
RISKA0000697,CUST0000041,,2025-03-14,683,0.0872,LOW,synthetic-pd-v1.0
RISKA0000698,CUST0001977,,2022-10-16,658,0.1407,MEDIUM,synthetic-pd-v1.0
RISKA0000699,CUST0000287,,2023-03-06,697,0.0658,LOW,synthetic-pd-v1.0
RISKA0000700,CUST0001376,,2022-07-18,688,0.0786,MEDIUM,synthetic-pd-v1.0
RISKA0000701,CUST0001001,,2024-01-06,743,0.0252,LOW,synthetic-pd-v1.0
RISKA0000702,CUST0000534,,2024-02-01,774,0.0129,LOW,synthetic-pd-v1.0
RISKA0000703,CUST0001072,,2022-02-10,621,0.2671,MEDIUM,synthetic-pd-v1.0
RISKA0000704,CUST0000822,,2023-04-22,726,0.036,LOW,synthetic-pd-v1.0
RISKA0000705,CUST0001450,,2024-02-23,750,0.0215,LOW,synthetic-pd-v1.0
RISKA0000706,CUST0000922,,2024-02-18,676,0.0995,LOW,synthetic-pd-v1.0
RISKA0000707,CUST0000694,,2021-12-14,632,0.2226,MEDIUM,synthetic-pd-v1.0
RISKA0000708,CUST0001970,,2022-02-22,609,0.3239,HIGH,synthetic-pd-v1.0
RISKA0000709,CUST0001851,,2024-04-09,700,0.0619,LOW,synthetic-pd-v1.0
RISKA0000710,CUST0001364,,2023-05-29,684,0.0852,LOW,synthetic-pd-v1.0
RISKA0000711,CUST0001460,,2025-06-13,549,0.6402,HIGH,synthetic-pd-v1.0
RISKA0000712,CUST0000513,,2022-04-26,653,0.1544,MEDIUM,synthetic-pd-v1.0
RISKA0000713,CUST0001789,,2024-01-06,715,0.0453,LOW,synthetic-pd-v1.0
RISKA0000714,CUST0001778,,2023-11-04,684,0.0846,MEDIUM,synthetic-pd-v1.0
RISKA0000715,CUST0000801,,2026-07-26,707,0.0534,LOW,synthetic-pd-v1.0
RISKA0000716,CUST0000392,,2021-10-03,709,0.0507,LOW,synthetic-pd-v1.0
RISKA0000717,CUST0001755,,2024-12-08,771,0.0137,LOW,synthetic-pd-v1.0
RISKA0000718,CUST0000061,,2022-11-26,708,0.0518,LOW,synthetic-pd-v1.0
RISKA0000719,CUST0001477,,2026-02-09,677,0.0969,LOW,synthetic-pd-v1.0
RISKA0000720,CUST0000789,,2024-11-16,677,0.0968,LOW,synthetic-pd-v1.0
RISKA0000721,CUST0000900,,2023-10-22,713,0.047,LOW,synthetic-pd-v1.0
RISKA0000722,CUST0000980,,2022-09-17,599,0.3717,HIGH,synthetic-pd-v1.0
RISKA0000723,CUST0001347,,2023-08-30,662,0.1315,MEDIUM,synthetic-pd-v1.0
RISKA0000724,CUST0000599,,2025-07-31,725,0.0364,LOW,synthetic-pd-v1.0
RISKA0000725,CUST0001483,,2026-06-06,741,0.0263,LOW,synthetic-pd-v1.0
RISKA0000726,CUST0001177,,2022-08-20,740,0.0266,LOW,synthetic-pd-v1.0
RISKA0000727,CUST0000460,,2025-05-13,672,0.1083,MEDIUM,synthetic-pd-v1.0
RISKA0000728,CUST0001249,,2025-02-15,739,0.0271,LOW,synthetic-pd-v1.0
RISKA0000729,CUST0001274,,2026-03-10,659,0.1374,MEDIUM,synthetic-pd-v1.0
RISKA0000730,CUST0001112,,2023-11-30,652,0.1563,MEDIUM,synthetic-pd-v1.0
RISKA0000731,CUST0000389,,2022-12-14,733,0.0309,LOW,synthetic-pd-v1.0
RISKA0000732,CUST0001861,,2025-05-27,771,0.0136,LOW,synthetic-pd-v1.0
RISKA0000733,CUST0000480,,2021-10-13,766,0.0152,LOW,synthetic-pd-v1.0
RISKA0000734,CUST0001540,,2022-11-02,651,0.159,MEDIUM,synthetic-pd-v1.0
RISKA0000735,CUST0000500,,2024-05-05,684,0.0841,LOW,synthetic-pd-v1.0
RISKA0000736,CUST0000538,,2022-10-23,675,0.1019,MEDIUM,synthetic-pd-v1.0
RISKA0000737,CUST0001063,,2026-07-07,757,0.0186,LOW,synthetic-pd-v1.0
RISKA0000738,CUST0000861,,2026-08-24,703,0.0582,LOW,synthetic-pd-v1.0
RISKA0000739,CUST0000052,,2023-02-25,696,0.0663,LOW,synthetic-pd-v1.0
RISKA0000740,CUST0001688,,2026-08-24,607,0.3313,HIGH,synthetic-pd-v1.0
RISKA0000741,CUST0000723,,2024-01-06,716,0.0445,LOW,synthetic-pd-v1.0
RISKA0000742,CUST0000150,,2026-07-26,638,0.2029,MEDIUM,synthetic-pd-v1.0
RISKA0000743,CUST0001644,,2026-08-18,710,0.0499,LOW,synthetic-pd-v1.0
RISKA0000744,CUST0001509,,2025-10-25,689,0.0774,LOW,synthetic-pd-v1.0
RISKA0000745,CUST0001636,,2025-09-11,562,0.5698,HIGH,synthetic-pd-v1.0
RISKA0000746,CUST0000300,,2025-10-25,617,0.2858,MEDIUM,synthetic-pd-v1.0
RISKA0000747,CUST0000816,,2023-10-10,688,0.0788,MEDIUM,synthetic-pd-v1.0
RISKA0000748,CUST0000885,,2024-03-25,682,0.0883,LOW,synthetic-pd-v1.0
RISKA0000749,CUST0000738,,2026-02-07,771,0.0138,LOW,synthetic-pd-v1.0
RISKA0000750,CUST0001433,,2025-05-22,649,0.1672,MEDIUM,synthetic-pd-v1.0
RISKA0000751,CUST0000813,,2022-01-12,621,0.2688,MEDIUM,synthetic-pd-v1.0
RISKA0000752,CUST0000180,,2024-02-18,767,0.0149,LOW,synthetic-pd-v1.0
RISKA0000753,CUST0001562,,2023-11-09,748,0.0223,LOW,synthetic-pd-v1.0
RISKA0000754,CUST0000166,,2023-08-07,616,0.2884,MEDIUM,synthetic-pd-v1.0
RISKA0000755,CUST0001557,,2025-01-14,522,0.76,HIGH,synthetic-pd-v1.0
RISKA0000756,CUST0000712,,2022-04-02,615,0.2951,MEDIUM,synthetic-pd-v1.0
RISKA0000757,CUST0000077,,2025-08-25,607,0.3338,HIGH,synthetic-pd-v1.0
RISKA0000758,CUST0000019,,2026-07-30,678,0.0961,LOW,synthetic-pd-v1.0
RISKA0000759,CUST0001260,,2024-01-08,733,0.0309,LOW,synthetic-pd-v1.0
RISKA0000760,CUST0001031,,2025-09-20,683,0.0863,LOW,synthetic-pd-v1.0
RISKA0000761,CUST0000088,,2023-04-19,620,0.2711,HIGH,synthetic-pd-v1.0
RISKA0000762,CUST0001952,,2025-11-05,753,0.0203,LOW,synthetic-pd-v1.0
RISKA0000763,CUST0000478,,2024-05-03,634,0.2164,MEDIUM,synthetic-pd-v1.0
RISKA0000764,CUST0001208,,2022-06-15,763,0.0162,LOW,synthetic-pd-v1.0
RISKA0000765,CUST0000343,,2025-01-14,623,0.2611,MEDIUM,synthetic-pd-v1.0
RISKA0000766,CUST0000504,,2022-04-02,715,0.0449,LOW,synthetic-pd-v1.0
RISKA0000767,CUST0000425,,2023-10-15,643,0.186,MEDIUM,synthetic-pd-v1.0
RISKA0000768,CUST0000624,,2022-05-15,776,0.0122,LOW,synthetic-pd-v1.0
RISKA0000769,CUST0000768,,2026-07-19,727,0.0349,LOW,synthetic-pd-v1.0
RISKA0000770,CUST0000179,,2021-11-08,721,0.0394,LOW,synthetic-pd-v1.0
RISKA0000771,CUST0000067,,2024-05-19,734,0.0305,LOW,synthetic-pd-v1.0
RISKA0000772,CUST0000471,,2025-07-31,721,0.0398,LOW,synthetic-pd-v1.0
RISKA0000773,CUST0000327,,2022-03-02,629,0.2371,MEDIUM,synthetic-pd-v1.0
RISKA0000774,CUST0000442,,2023-08-20,711,0.0492,LOW,synthetic-pd-v1.0
RISKA0000775,CUST0001380,,2022-06-07,756,0.0188,LOW,synthetic-pd-v1.0
RISKA0000776,CUST0000358,,2025-07-02,697,0.0659,LOW,synthetic-pd-v1.0
RISKA0000777,CUST0001662,,2022-01-10,700,0.0617,LOW,synthetic-pd-v1.0
RISKA0000778,CUST0001877,,2025-08-09,650,0.1624,MEDIUM,synthetic-pd-v1.0
RISKA0000779,CUST0001407,,2026-01-10,755,0.0192,LOW,synthetic-pd-v1.0
RISKA0000780,CUST0001083,,2023-11-27,706,0.0542,LOW,synthetic-pd-v1.0
RISKA0000781,CUST0001847,,2024-10-18,735,0.0294,LOW,synthetic-pd-v1.0
RISKA0000782,CUST0000278,,2024-10-31,725,0.0369,LOW,synthetic-pd-v1.0
RISKA0000783,CUST0000371,,2022-05-24,766,0.0152,LOW,synthetic-pd-v1.0
RISKA0000784,CUST0000039,,2021-11-13,776,0.0123,LOW,synthetic-pd-v1.0
RISKA0000785,CUST0000802,,2023-11-19,635,0.2137,MEDIUM,synthetic-pd-v1.0
RISKA0000786,CUST0001549,,2023-01-27,707,0.0534,LOW,synthetic-pd-v1.0
RISKA0000787,CUST0001338,,2025-10-01,748,0.0222,LOW,synthetic-pd-v1.0
RISKA0000788,CUST0000642,,2021-10-14,638,0.2015,MEDIUM,synthetic-pd-v1.0
RISKA0000789,CUST0000665,,2021-11-03,652,0.1571,MEDIUM,synthetic-pd-v1.0
RISKA0000790,CUST0000873,,2024-02-02,778,0.0119,LOW,synthetic-pd-v1.0
RISKA0000791,CUST0001152,,2022-09-14,743,0.025,LOW,synthetic-pd-v1.0
RISKA0000792,CUST0000205,,2023-11-05,608,0.3278,HIGH,synthetic-pd-v1.0
RISKA0000793,CUST0001516,,2026-05-10,750,0.0215,LOW,synthetic-pd-v1.0
RISKA0000794,CUST0001834,,2023-08-15,754,0.0197,LOW,synthetic-pd-v1.0
RISKA0000795,CUST0000796,,2025-06-12,666,0.1214,MEDIUM,synthetic-pd-v1.0
RISKA0000796,CUST0000644,,2024-05-27,694,0.0694,LOW,synthetic-pd-v1.0
RISKA0000797,CUST0000059,,2024-04-03,701,0.0606,LOW,synthetic-pd-v1.0
RISKA0000798,CUST0000460,,2026-03-11,643,0.185,MEDIUM,synthetic-pd-v1.0
RISKA0000799,CUST0001900,,2022-05-03,701,0.0607,LOW,synthetic-pd-v1.0
RISKA0000800,CUST0000492,,2023-04-24,714,0.0462,LOW,synthetic-pd-v1.0
RISKA0000801,CUST0000328,,2024-02-25,709,0.0508,LOW,synthetic-pd-v1.0
RISKA0000802,CUST0000003,,2023-07-16,755,0.0192,LOW,synthetic-pd-v1.0
RISKA0000803,CUST0001928,,2024-10-11,636,0.2083,MEDIUM,synthetic-pd-v1.0
RISKA0000804,CUST0000846,,2022-10-19,630,0.2332,MEDIUM,synthetic-pd-v1.0
RISKA0000805,CUST0001864,,2022-11-29,660,0.1341,MEDIUM,synthetic-pd-v1.0
RISKA0000806,CUST0000170,,2025-11-04,675,0.1014,MEDIUM,synthetic-pd-v1.0
RISKA0000807,CUST0000430,,2024-08-19,703,0.0576,LOW,synthetic-pd-v1.0
RISKA0000808,CUST0001396,,2023-06-17,728,0.0341,LOW,synthetic-pd-v1.0
RISKA0000809,CUST0001383,,2024-05-10,578,0.4834,HIGH,synthetic-pd-v1.0
RISKA0000810,CUST0000426,,2026-04-26,651,0.1606,MEDIUM,synthetic-pd-v1.0
RISKA0000811,CUST0000065,,2023-11-06,739,0.0269,LOW,synthetic-pd-v1.0
RISKA0000812,CUST0000063,,2024-06-05,684,0.0842,LOW,synthetic-pd-v1.0
RISKA0000813,CUST0001464,,2023-09-29,722,0.0391,LOW,synthetic-pd-v1.0
RISKA0000814,CUST0000465,,2024-10-26,788,0.0095,LOW,synthetic-pd-v1.0
RISKA0000815,CUST0000809,,2022-06-25,711,0.0489,LOW,synthetic-pd-v1.0
RISKA0000816,CUST0001006,,2021-09-16,752,0.0207,LOW,synthetic-pd-v1.0
RISKA0000817,CUST0000188,,2024-10-20,734,0.0302,LOW,synthetic-pd-v1.0
RISKA0000818,CUST0000875,,2023-04-28,692,0.0727,LOW,synthetic-pd-v1.0
RISKA0000819,CUST0000561,,2021-09-30,761,0.0171,LOW,synthetic-pd-v1.0
RISKA0000820,CUST0000912,,2023-03-22,643,0.1847,MEDIUM,synthetic-pd-v1.0
RISKA0000821,CUST0000331,,2022-03-02,703,0.0574,LOW,synthetic-pd-v1.0
RISKA0000822,CUST0001027,,2021-09-09,721,0.0399,LOW,synthetic-pd-v1.0
RISKA0000823,CUST0000534,,2025-03-31,810,0.0059,LOW,synthetic-pd-v1.0
RISKA0000824,CUST0001425,,2025-01-14,707,0.0537,LOW,synthetic-pd-v1.0
RISKA0000825,CUST0000065,,2026-02-07,761,0.0171,LOW,synthetic-pd-v1.0
RISKA0000826,CUST0000645,,2021-11-24,813,0.0055,LOW,synthetic-pd-v1.0
RISKA0000827,CUST0000256,,2025-12-27,610,0.3202,HIGH,synthetic-pd-v1.0
RISKA0000828,CUST0001762,,2025-03-30,672,0.1066,MEDIUM,synthetic-pd-v1.0
RISKA0000829,CUST0001608,,2023-02-03,515,0.7882,HIGH,synthetic-pd-v1.0
RISKA0000830,CUST0000937,,2024-06-19,700,0.061,LOW,synthetic-pd-v1.0
RISKA0000831,CUST0001041,,2023-03-31,677,0.0981,MEDIUM,synthetic-pd-v1.0
RISKA0000832,CUST0000290,,2022-07-27,692,0.0727,LOW,synthetic-pd-v1.0
RISKA0000833,CUST0001929,,2024-09-12,757,0.0186,LOW,synthetic-pd-v1.0
RISKA0000834,CUST0000548,,2025-08-25,686,0.0813,LOW,synthetic-pd-v1.0
RISKA0000835,CUST0001172,,2024-02-28,681,0.09,LOW,synthetic-pd-v1.0
RISKA0000836,CUST0000751,,2023-08-07,736,0.0289,LOW,synthetic-pd-v1.0
RISKA0000837,CUST0001693,,2023-09-16,697,0.0649,MEDIUM,synthetic-pd-v1.0
RISKA0000838,CUST0001093,,2023-05-25,723,0.0379,LOW,synthetic-pd-v1.0
RISKA0000839,CUST0000829,,2026-08-24,811,0.0057,LOW,synthetic-pd-v1.0
RISKA0000840,CUST0001956,,2023-04-29,623,0.2595,MEDIUM,synthetic-pd-v1.0
RISKA0000841,CUST0000988,,2025-12-17,778,0.0117,LOW,synthetic-pd-v1.0
RISKA0000842,CUST0000444,,2024-09-25,522,0.76,HIGH,synthetic-pd-v1.0
RISKA0000843,CUST0001016,,2022-04-21,687,0.0801,LOW,synthetic-pd-v1.0
RISKA0000844,CUST0001694,,2022-01-04,705,0.0554,LOW,synthetic-pd-v1.0
RISKA0000845,CUST0000321,,2022-03-31,718,0.0419,LOW,synthetic-pd-v1.0
RISKA0000846,CUST0000580,,2021-10-11,590,0.4184,HIGH,synthetic-pd-v1.0
RISKA0000847,CUST0001114,,2024-12-10,699,0.0626,LOW,synthetic-pd-v1.0
RISKA0000848,CUST0000240,,2023-06-15,683,0.086,LOW,synthetic-pd-v1.0
RISKA0000849,CUST0001973,,2024-08-04,708,0.0524,LOW,synthetic-pd-v1.0
RISKA0000850,CUST0000358,,2026-06-12,693,0.0703,LOW,synthetic-pd-v1.0
RISKA0000851,CUST0001855,,2022-12-06,683,0.0866,LOW,synthetic-pd-v1.0
RISKA0000852,CUST0000855,,2025-04-06,755,0.0195,LOW,synthetic-pd-v1.0
RISKA0000853,CUST0000394,,2026-07-01,720,0.0408,LOW,synthetic-pd-v1.0
RISKA0000854,CUST0000878,,2025-01-09,786,0.0098,LOW,synthetic-pd-v1.0
RISKA0000855,CUST0001770,,2025-10-31,742,0.0255,LOW,synthetic-pd-v1.0
RISKA0000856,CUST0001597,,2025-08-28,615,0.2937,MEDIUM,synthetic-pd-v1.0
RISKA0000857,CUST0000624,,2022-09-05,791,0.009,LOW,synthetic-pd-v1.0
RISKA0000858,CUST0001861,,2023-01-18,766,0.0152,LOW,synthetic-pd-v1.0
RISKA0000859,CUST0000673,,2026-04-17,648,0.1698,MEDIUM,synthetic-pd-v1.0
RISKA0000860,CUST0001776,,2022-07-14,725,0.0367,LOW,synthetic-pd-v1.0
RISKA0000861,CUST0000634,,2021-11-18,723,0.038,LOW,synthetic-pd-v1.0
RISKA0000862,CUST0001685,,2022-05-26,647,0.1713,MEDIUM,synthetic-pd-v1.0
RISKA0000863,CUST0001793,,2026-05-31,686,0.0813,LOW,synthetic-pd-v1.0
RISKA0000864,CUST0001064,,2021-11-03,709,0.0505,LOW,synthetic-pd-v1.0
RISKA0000865,CUST0001658,,2023-10-28,679,0.0935,LOW,synthetic-pd-v1.0
RISKA0000866,CUST0001130,,2021-10-20,692,0.0715,LOW,synthetic-pd-v1.0
RISKA0000867,CUST0000401,,2024-10-07,812,0.0057,LOW,synthetic-pd-v1.0
RISKA0000868,CUST0000980,,2026-04-15,563,0.5671,HIGH,synthetic-pd-v1.0
RISKA0000869,CUST0000545,,2026-08-19,637,0.2057,MEDIUM,synthetic-pd-v1.0
RISKA0000870,CUST0001925,,2026-01-27,672,0.1076,MEDIUM,synthetic-pd-v1.0
RISKA0000871,CUST0001586,,2025-03-29,717,0.0428,LOW,synthetic-pd-v1.0
RISKA0000872,CUST0000233,,2022-09-21,717,0.043,LOW,synthetic-pd-v1.0
RISKA0000873,CUST0001561,,2021-12-28,676,0.0986,MEDIUM,synthetic-pd-v1.0
RISKA0000874,CUST0001047,,2022-10-17,746,0.0233,LOW,synthetic-pd-v1.0
RISKA0000875,CUST0001466,,2021-10-26,681,0.0904,LOW,synthetic-pd-v1.0
RISKA0000876,CUST0000540,,2025-01-10,718,0.0425,LOW,synthetic-pd-v1.0
RISKA0000877,CUST0001087,,2024-05-15,641,0.1927,MEDIUM,synthetic-pd-v1.0
RISKA0000878,CUST0000938,,2024-11-14,557,0.5972,HIGH,synthetic-pd-v1.0
RISKA0000879,CUST0000945,,2025-09-11,678,0.0954,LOW,synthetic-pd-v1.0
RISKA0000880,CUST0000830,,2025-07-23,676,0.0993,LOW,synthetic-pd-v1.0
RISKA0000881,CUST0000114,,2024-09-21,756,0.0188,LOW,synthetic-pd-v1.0
RISKA0000882,CUST0000752,,2024-06-22,776,0.0124,LOW,synthetic-pd-v1.0
RISKA0000883,CUST0000590,,2023-06-17,717,0.0436,LOW,synthetic-pd-v1.0
RISKA0000884,CUST0000149,,2023-09-27,724,0.037,LOW,synthetic-pd-v1.0
RISKA0000885,CUST0000820,,2025-04-15,691,0.074,LOW,synthetic-pd-v1.0
RISKA0000886,CUST0000435,,2022-10-17,763,0.0163,LOW,synthetic-pd-v1.0
RISKA0000887,CUST0001079,,2023-08-29,728,0.0345,LOW,synthetic-pd-v1.0
RISKA0000888,CUST0001239,,2025-08-18,658,0.1406,MEDIUM,synthetic-pd-v1.0
RISKA0000889,CUST0001452,,2022-11-07,740,0.0263,LOW,synthetic-pd-v1.0
RISKA0000890,CUST0000941,,2025-02-13,767,0.0151,LOW,synthetic-pd-v1.0
RISKA0000891,CUST0000583,,2023-04-14,716,0.0437,LOW,synthetic-pd-v1.0
